Date (GMT+1),Nuclear,Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW)
2019-01-01T00:00+01:00,8994.3,1825,4772.5,7011.6,3474.3,482,273,3505.7,16.6,128.1,353.4,475.2,1302.2,3175.9,19191.3,0,44008.8
2019-01-01T00:15+01:00,9045.7,1823.7,4777.6,6424.3,3030.4,483.7,481.1,3386.1,16.7,103.8,400.5,474.7,1285.7,3173.6,19908.6,0,43461.5
2019-01-01T00:30+01:00,8976.8,1822.3,4790.1,6292.2,2694.5,481.3,481.1,3317.2,16.6,52.4,179.5,474.6,1300.9,3166.4,20658.8,0,42934.9
2019-01-01T00:45+01:00,8959.6,1825.9,4811.4,5902.9,2482.5,481.8,481.1,3282.3,16.7,48.5,167.6,474.7,1300.9,3017.7,21041.1,0,42688.8
2019-01-01T01:00+01:00,8891.2,1832.9,4797.7,5533.5,2535.8,482.7,481.1,3155.5,16.6,70.7,124.8,469.2,1294,2861.4,21400.7,0,42383.3
2019-01-01T01:15+01:00,8680.3,1833.5,4791.8,5470.6,2500.8,481.2,447.1,3048.9,16.6,70.3,43.1,440.6,1292.6,2866,21922.9,0,41880.4
2019-01-01T01:30+01:00,8442.4,1838.1,4787.7,5349,2475.2,480.3,447.1,3026.5,16.5,71.9,41.4,420.1,1298.1,2871.5,22491.8,0,41410.4
2019-01-01T01:45+01:00,8100.8,1832.7,4765.9,5411.2,2476.3,480.2,447.1,2999,16.6,73.3,41.5,413.3,1295.4,2871.8,22871.4,0,40851.8
2019-01-01T02:00+01:00,8040.8,1752.9,4740.5,5414.9,2496.4,482.5,447.1,2876.2,16.6,118.6,327.7,382.8,1302.2,2568.5,22911.9,0,40567.8
2019-01-01T02:15+01:00,8044.1,1754.4,4744.5,5391.4,2368.2,483.9,477.2,2781.6,16.5,91,274.7,367.8,1302.2,2387.9,23184.3,0,40180.7
2019-01-01T02:30+01:00,7944.1,1745.2,4740.9,5419.8,2193.3,484.4,477.2,2785.5,16.5,98.5,0.1,368.1,1305,2390.5,22859,0,39910.7
2019-01-01T02:45+01:00,7761,1759.9,4743.4,5383,2199.9,484.9,477.2,2769.1,16.5,76.5,0.1,367.7,1299.5,2492.8,23195.6,0,39679.7
2019-01-01T03:00+01:00,7562.4,1751.9,4724,5360.3,2355.4,482.7,477.2,2735.8,16.4,104.7,41.4,368,1289.8,2688.6,23856,0,39550
2019-01-01T03:15+01:00,7238,1753.6,4720.6,5325,2506.3,484.7,509.9,2724,16.4,96.9,41.4,367.9,1294,2704.9,24112.4,0,39206.2
2019-01-01T03:30+01:00,7057.9,1761.1,4719.9,5319.1,2488.7,489.2,509.9,2741.9,16.5,62.7,41.4,367.9,1281.6,2700.3,24558.4,0,39178.2
2019-01-01T03:45+01:00,7004.4,1760.9,4705.6,5319,2441.2,490.5,509.9,2733.5,16.4,45.2,41.4,367.7,1280.2,2690.7,24808.5,0,39144.9
2019-01-01T04:00+01:00,7079.6,1759.8,4723.7,5248.6,2381.4,489.9,509.9,2763.7,16.3,104.8,0.1,366.1,1294,2569.4,25655.5,0,39140.7
2019-01-01T04:15+01:00,7148.1,1744.2,4723.7,5257.6,2401.3,491.2,523.6,2767.6,16.3,73.2,13.7,365.8,1284.3,2615.1,26015,0,39075.9
2019-01-01T04:30+01:00,7107.6,1728.3,4729.8,5227.4,2410.9,491.2,523.6,2811.9,16.2,38.2,0.1,365.8,1294,2568.1,26372.7,0.2,39034.1
2019-01-01T04:45+01:00,7122.4,1677.6,4740.9,5219.4,2397,491.4,523.6,2810.1,16.1,38.8,0.2,366,1303.6,2556.3,26644.4,0.2,38880.3
2019-01-01T05:00+01:00,7117.7,1661.4,4731.7,5143.7,2407.6,490.7,523.6,2798.3,15.9,43.2,4,365.7,1303.5,2428.7,27414.8,0.1,38897.3
2019-01-01T05:15+01:00,7078.4,1667.6,4727.5,5112.4,2426.2,491,484.4,2785.2,15.8,32,4,365.6,1303.5,2418,27649,0.1,38616.9
2019-01-01T05:30+01:00,7033.1,1675.2,4733.4,5131.9,2406.3,491.4,484.4,2813.6,15.8,36.8,0.4,365.7,1303.5,2418.6,27902.5,0.1,38540.6
2019-01-01T05:45+01:00,6990,1674.3,4710.8,5151.4,2361.3,491.2,484.4,2812.6,15.7,40.1,0,365.9,1304.8,2242.2,27996.5,0.1,38227.3
2019-01-01T06:00+01:00,7027.8,1677.3,4729.2,5129.6,2239.6,492,484.4,2813.7,15.7,59.1,0,365.3,1299.9,1918.8,29040.5,0.1,37879.9
2019-01-01T06:15+01:00,7021.9,1679.3,4734.6,5122.7,2247.3,490.4,459.4,2785.5,15.6,31.7,0,365.4,1304.1,1938.6,29373.8,0.1,37894.8
2019-01-01T06:30+01:00,7024.5,1682.2,4747.9,5144.1,2244.5,490.2,459.4,2795.1,15.5,56.8,32.6,365.4,1299.9,1939,29743.3,0.1,38060.2
2019-01-01T06:45+01:00,7043.1,1683.3,4752.5,5125.4,2237,490.2,459.4,2792.6,15.6,94.4,38.2,365.5,1297.2,1922.3,29928.8,0.1,38355.3
2019-01-01T07:00+01:00,7115.4,1685.6,4762.9,5089.7,2244.2,490.2,459.4,2901,15.7,84,32.9,365.5,1285.5,1921.9,29994.3,0.1,38472.4
2019-01-01T07:15+01:00,7153.9,1683.9,4743.7,5093.8,2255.1,490.4,396.2,2895.9,15.8,79.8,31.8,365.5,1292.4,2036.8,30201.9,0.1,38695.4
2019-01-01T07:30+01:00,7180.6,1685.7,4751.5,5091.3,2249.8,489.9,396.2,2916.1,15.7,62.7,33.1,365.5,1293.8,2067.5,30337.5,0.2,38758.3
2019-01-01T07:45+01:00,7218.7,1688,4766.7,5109.4,2317.3,491.3,396.2,2907.6,15.6,63.5,35.5,365.5,1295.1,2152.3,30304.8,0.3,39098.7
2019-01-01T08:00+01:00,7154.9,1688.8,4783.3,5004.9,2377.5,490.3,396.2,2935.7,15.7,42.9,33,365,1286.1,2207.2,30648.8,8.5,39151.5
2019-01-01T08:15+01:00,7177.8,1689.9,4788.2,4957.1,2363.9,490.2,452.7,2942.4,15.6,48.8,33.2,365.1,1286.1,2210.4,30745.6,40.5,39299
2019-01-01T08:30+01:00,7164.5,1688.9,4783,4958.6,2332.8,490.2,452.7,2948,15.6,88.8,34.7,365,1257.2,2283.1,30738.6,110.2,39732.8
2019-01-01T08:45+01:00,7100.7,1687.6,4795.6,4980,2346.6,489,452.7,2952.9,15.5,150.3,36,365,1269.6,2111.9,31005.2,217.5,40117.7
2019-01-01T09:00+01:00,6965.4,1689.7,4756.2,4989.3,2500.9,488.2,452.7,2956.1,15.7,85.3,33.5,365.2,1293.4,2097.8,30889.5,352.4,41058.6
2019-01-01T09:15+01:00,6972.2,1687.7,4756.6,4973.4,2780.9,489.7,498.6,2947,15.6,108.8,33.1,365,1294.8,2027.1,30813.2,522.8,41732.1
2019-01-01T09:30+01:00,7043.8,1695.1,4801.9,4986.3,2845.8,490.2,498.6,2953.4,15.5,133,34.5,364.9,1296.2,2076.9,30410.9,750.4,42521.6
2019-01-01T09:45+01:00,6955.2,1697.7,4820.6,4989.7,2848.7,490.2,498.6,2950.1,15.5,138.7,35.2,364.9,1293.4,2099.4,30733.4,969,43163.5
2019-01-01T10:00+01:00,6789.9,1697.3,4827,5013.8,2824.7,490.2,498.6,2946.2,15.5,139.3,35.5,364.8,1290.5,2146.2,31096.8,1204.6,43925.3
2019-01-01T10:15+01:00,6670,1693.6,4833.7,5015.1,2789.6,490.2,449,2964.9,15.4,202.3,35.1,364.8,1290.5,2174.8,31303,1406.2,44537.9
2019-01-01T10:30+01:00,6549.9,1686.6,4840.9,5009,2804.3,489.7,449,2984.4,15.3,176.9,35.8,364.8,1293.3,2143.2,31669,1587.2,45248
2019-01-01T10:45+01:00,6528.6,1688.6,4830.2,4985.8,2783.2,490.1,449,2989.5,15.3,160.1,91.2,364.7,1291.9,2169.1,31969.3,1796.3,45755.5
2019-01-01T11:00+01:00,6621.5,1786.3,4808.9,4969.3,2809.6,488.9,449,3057.3,15.4,100.8,54.1,365.1,1292.2,2623.4,32437.1,1958,46800.1
2019-01-01T11:15+01:00,6690.7,1788.8,4798.5,4970.8,2855.4,490.2,441.5,3059.6,15.4,127.9,38.7,365.1,1295,2773.8,32679.3,2207.7,47592.8
2019-01-01T11:30+01:00,6695.8,1790.2,4819.4,4971,2890.8,490.7,441.5,3069.9,15.4,139.2,38.8,365.3,1295,2753.6,33002.4,2375.3,48284.7
2019-01-01T11:45+01:00,6804.2,1782,4820.5,4989.4,2916.4,488.4,441.5,3062,15.3,156.2,83.7,365.5,1295,2741.5,33211.8,2402.3,48462.7
2019-01-01T12:00+01:00,6922.5,1785.4,4808.5,5001.9,2877.9,488.5,441.5,3038.6,15.3,173.3,36,365.2,1297.2,2740.2,33183.4,2483.3,48938.6
2019-01-01T12:15+01:00,6945.1,1787.9,4815.5,5016.7,2934.2,488.7,512,3045.7,15.4,183.8,97.4,365.2,1295.9,2527.6,33232.2,2479.1,49198.5
2019-01-01T12:30+01:00,6956.9,1789,4796.3,5003.4,2932.9,489.5,512,3061.1,15.4,172,35.3,365.5,1297.2,2481.6,33466,2430.8,49129
2019-01-01T12:45+01:00,6968.8,1789.4,4798.4,4989.7,2923.7,488.4,512,3044.2,15.4,97.2,35.3,365.5,1295.9,2334,33656.6,2371.6,49201.3
2019-01-01T13:00+01:00,6971,1789.7,4787,5044.4,2935.1,488.7,512,2978.4,15.3,124.1,398.9,365.7,1291.6,2285.3,33875.6,2265.6,48993.5
2019-01-01T13:15+01:00,6948.2,1784.1,4786.6,5008.3,2928.6,488.4,537.7,2947.3,15.3,126.6,276.9,365.6,1301.2,2297.1,33987.1,2276.1,48749.7
2019-01-01T13:30+01:00,6931.3,1784.8,4776,5002,2907.6,487.7,537.7,2972.3,15.3,139.5,122.2,365.6,1294.3,2268.2,34118.7,2161.5,48742.8
2019-01-01T13:45+01:00,6937.2,1782,4769.1,4987.6,2908.5,488.5,537.7,2950.1,15.3,135.4,132.1,365.8,1288.8,2294.1,34422.3,1942,48658.1
2019-01-01T14:00+01:00,6941.4,1780.1,4762,4986.6,2904.9,487.7,537.7,2966.7,15.3,140.2,240.6,366.1,1297.8,2279.8,34465.1,1721.3,48690.7
2019-01-01T14:15+01:00,6988.7,1780.2,4765.1,5017.3,2921.1,488.4,484.7,2951,15.2,155.9,188.6,365.9,1297.8,2261.5,34408.8,1485.7,48502.4
2019-01-01T14:30+01:00,7010.4,1781.9,4769.1,5045.9,2930.9,491.9,484.7,2981,15.2,192.7,291,365.7,1293.7,2243.3,34718.4,1242.6,48490.5
2019-01-01T14:45+01:00,7103.1,1780,4765.4,5021.1,2923.7,489.9,484.7,2960.2,15.2,187.8,262.2,365.7,1292.3,2203.3,34673.9,966.9,48430.4
2019-01-01T15:00+01:00,7164.6,1777.7,4752.2,5133.7,2947.2,489.2,484.7,2953.5,15.2,205,1518.8,365.6,1292.8,1982.5,34142.3,736.1,48874.6
2019-01-01T15:15+01:00,7195.6,1774.8,4740.5,5109.7,2962.1,489.4,435.6,2968.7,15.2,123.9,1668.6,365.5,1295.5,2223.3,34180.8,538.7,48956.4
2019-01-01T15:30+01:00,7290.4,1771.3,4737.7,5033.1,2953.9,487.6,435.6,2978.5,15.1,80.4,1876.8,365.5,1290.1,2115.9,34601.9,339.6,49044.2
2019-01-01T15:45+01:00,7409.4,1769.2,4746.1,5023.1,2902.8,488.2,435.6,2980.9,15.1,107,1624.6,365.6,1290.1,2173.5,35132,169.1,49056.6
2019-01-01T16:00+01:00,7405.2,1768.9,4758.5,5007.4,2829,485.5,435.6,3030.8,15.1,120.1,2473.8,365.4,1291.9,2096.6,35530.2,64,49527.7
2019-01-01T16:15+01:00,7441,1766.2,4756.1,4973.9,2854.1,487,434.1,3019.1,15.1,130.4,2892.4,365.3,1294.6,2226.1,35609.3,17.2,50077.5
2019-01-01T16:30+01:00,7537.6,1765.9,4773.8,5001.3,2847.3,489.2,434.1,3045.1,15.1,145.6,3678.7,365.2,1298.7,2264.8,35429,1.8,51170.8
2019-01-01T16:45+01:00,7617.2,1759.4,4769.6,5045.9,2861.5,488.3,434.1,3030,15.2,146.4,4387.8,365.3,1285,2288.6,35569.3,0.3,52130.6
2019-01-01T17:00+01:00,7617.1,1751.6,4768.9,5041.6,2870.9,489.4,434.1,3023.7,15.2,58.6,3077.8,365.3,1297.4,2293.9,35823.6,0.2,53251.4
2019-01-01T17:15+01:00,7656.5,1746.1,4753.5,5093.2,2879.7,488.7,443.4,3001.7,15.1,29.6,3542.6,365.2,1298.7,2292.5,36121.8,0.2,53679.2
2019-01-01T17:30+01:00,7652.1,1746.7,4768.2,5040.3,2854.7,488.4,443.4,3050.3,15.1,26.5,3545.1,365.1,1293.2,2229.4,36161.5,0.2,54140.9
2019-01-01T17:45+01:00,7666.8,1745.4,4779.2,4942.7,2847,490,443.4,3023.4,15.1,26.2,3941.2,365.1,1268.5,2262.5,36098.6,0.2,54502.2
2019-01-01T18:00+01:00,7659.9,1746.8,4786.3,4949.4,2834.7,490.2,443.4,2967.5,15.1,25.5,3286.7,365.1,1304.7,2272.6,36110,0.2,54680.7
2019-01-01T18:15+01:00,7595.3,1742.2,4787.6,4961,2840,488.7,438.7,2948.8,15.2,25.2,3173.7,365.1,1300.5,2130.2,36153.3,0.2,54702.9
2019-01-01T18:30+01:00,7405.3,1739.7,4784.8,4947.2,2848.1,487.7,438.7,2970.1,15.3,25.2,2978,365.1,1303.3,2236.8,36301.5,0.1,54655.2
2019-01-01T18:45+01:00,7310.6,1733.7,4789.3,4963.7,2849.1,489.6,438.7,2960.7,15.3,28.6,2819.1,365.1,1304.7,2196.1,36203.8,0.1,54593.9
2019-01-01T19:00+01:00,7327.1,1729,4767.1,4970.6,2864.8,490.2,438.7,2931.7,15.3,28.4,1854.6,365.3,1313.2,2112,35866.9,0.1,54425.7
2019-01-01T19:15+01:00,7171,1727.4,4781.9,4965.3,2852.4,489.7,435.7,2935.1,15.2,24.6,1569.7,365.2,1307.7,2187.3,35762.8,0.1,53936.3
2019-01-01T19:30+01:00,7010.4,1723.3,4761.2,4969.7,2854.1,488.3,435.7,2968.1,15.2,25.9,1364.6,365.2,1299.5,2237.2,35910.6,0.1,53475.3
2019-01-01T19:45+01:00,6866.7,1718.6,4759.8,4951,2848.8,487.7,435.7,2956.2,15.2,23.6,1136.8,365.2,1281.6,2165.8,35930.6,0.1,52817.1
2019-01-01T20:00+01:00,6804.6,1718.8,4727.6,4958.9,2822.6,486.3,435.7,2950.5,15.2,42.2,930.6,365.6,1301.6,2135.6,36006.7,0.1,52233.4
2019-01-01T20:15+01:00,6669,1716.4,4725.8,4938.5,2841.5,487.2,446.4,2949.3,15.3,22.3,674.3,365.7,1307.1,2146.7,35832.8,0.1,51731.2
2019-01-01T20:30+01:00,6516,1708.3,4724.2,4913.4,2847.2,489,446.4,2965.6,15.3,22.9,407.2,365.5,1300.2,2232.7,35757.7,0.1,51045.4
2019-01-01T20:45+01:00,6384.2,1697.5,4706.6,4911.8,2838.5,488,446.4,2961.4,15.3,25.2,300.2,365.3,1304.4,2065.1,35654.4,0.1,50413
2019-01-01T21:00+01:00,6252.8,1695.7,4719.6,4951.1,2868.4,487.2,446.4,2843.5,15.4,51.7,415.2,365.6,1301.2,1845.5,35864.5,0.1,50141.2
2019-01-01T21:15+01:00,6120.1,1688.7,4704.8,4942.8,2868.8,489.5,442.6,2869.6,15.5,28.4,239.4,365.6,1308.1,1816.8,35861.1,0.1,49787
2019-01-01T21:30+01:00,6107.3,1694.1,4715.7,4956.7,2867.4,488.4,442.6,2874.5,15.5,21.4,103.2,365.6,1298.4,1855.7,35638.9,0.1,49592.9
2019-01-01T21:45+01:00,6106.7,1690.9,4706,4954.2,2863.9,487.5,442.6,2876.9,15.6,29,94.6,365.6,1287.4,1872.7,35468.9,0.1,49412.6
2019-01-01T22:00+01:00,6150.5,1675.6,4673.1,4993.8,2839.3,486.4,442.6,2897.3,15.7,68.8,1481,365.6,1297.8,1867.5,34410.3,0,49667.4
2019-01-01T22:15+01:00,6099.9,1667.1,4676,4947.5,2827.3,488.3,437.3,2886.9,16,33.3,1323.2,365.6,1296.4,1849.2,34663.1,0,49021.8
2019-01-01T22:30+01:00,6033,1659.2,4669.6,4944.6,2822.2,488.5,437.3,2916.9,15.9,34,937.7,365.6,1296.4,1827.5,34646.8,0,48485.1
2019-01-01T22:45+01:00,6002.6,1656.8,4671.6,4927.4,2812.2,490.2,437.3,2896,15.9,31.4,189.2,365.6,1297.8,1822.9,34964.7,0,47792
2019-01-01T23:00+01:00,6018.3,1624.2,4663,4933.9,2741,489.7,437.3,2850.3,16,60.2,88.5,355.8,1300.2,1672.5,34923.4,0,47096.3
2019-01-01T23:15+01:00,5982.5,1614.4,4665.5,4923.7,2677.7,489.7,443.7,2844.2,16,40.8,14.9,355.8,1301.6,1852.3,34856.9,0,46377.1
2019-01-01T23:30+01:00,5974.9,1613.7,4654.4,4935.9,2642.9,491,443.7,2862.5,16.1,33.9,33.1,355.8,1298.8,1743.3,34324.2,0,45378.7
2019-01-01T23:45+01:00,5941.1,1616.7,4660.9,4976.4,2598.7,489.4,443.7,2887.1,16.2,28.6,3.3,355.8,1301.6,1807.9,34413.4,0,44825.3
2019-01-02T00:00+01:00,5904.5,1608.9,4595.4,5210.9,2602.3,489.2,273,2821.5,16.2,97.9,14.1,362.8,1297.5,1670.3,33847.3,0,44543.5
2019-01-02T00:15+01:00,5766.4,1604.7,4591.4,5207.9,2591.1,490.2,445,2782.4,16.3,81.9,14.1,363,1296.1,1643.6,33245.7,0,43937.3
2019-01-02T00:30+01:00,5762.9,1603.2,4592.6,5197.6,2589.5,489.3,445,2812.6,16.4,86.4,14.1,363,1301.6,1680.8,32972.7,0,43342.7
2019-01-02T00:45+01:00,5728.4,1608,4430.8,5169.1,2629.2,486.7,445,2790.1,16.3,82.1,47.2,363,1199.8,1691.6,32562.6,0,43055.4
2019-01-02T01:00+01:00,5752.8,1581.7,4566.4,5020.1,2673.1,488.4,445,2588,16.2,76.8,52.8,362.8,683.5,1778.3,31943.7,0,42768.9
2019-01-02T01:15+01:00,5754,1569.9,4486.8,5167.4,2647.7,488,423.8,2619.6,16.3,71.1,52.2,356.8,773,1912.7,32202.1,0,42164.6
2019-01-02T01:30+01:00,5727.1,1573.9,4578.2,4961.6,2660.3,489.2,423.8,2655.7,16.4,50.9,37.9,356.8,678,2118.8,31916.4,0,42033.9
2019-01-02T01:45+01:00,5688.4,1571.7,4592.9,5040.6,2653.1,489.5,423.8,2633.9,16.4,64.3,51.7,356.8,669.8,2328.3,31682.8,0,41884.6
2019-01-02T02:00+01:00,5730.9,1575.9,4605.9,5166.2,2692.6,488.5,423.8,2622.3,16.4,67,52.6,356.5,668.5,2320,31185.4,0,41999.3
2019-01-02T02:15+01:00,5739.3,1571.8,4594.8,5354.9,2686.5,486.9,394.9,2589.5,16.5,77.1,51.1,356.8,668.5,2627.2,30965.2,0,41803.2
2019-01-02T02:30+01:00,5718.2,1575.6,4588,5196.1,2704.9,488.4,394.9,2647.9,16.4,62.1,50.8,356.8,669.9,2775.4,30698.2,0,41718.7
2019-01-02T02:45+01:00,5735.7,1582.4,4610.9,5211.4,2715.6,487.2,394.9,2637.7,16.4,65.3,52.2,356.8,668.5,2908.2,30249.4,0,41708.4
2019-01-02T03:00+01:00,5712.1,1577.3,4615.7,5252.8,2713.9,489.7,394.9,2655.3,16.5,65.7,52.5,356.5,665.8,2973.3,29934,0,41813.9
2019-01-02T03:15+01:00,5718.6,1568.4,4610.3,5262.9,2681.9,489.4,397.8,2637,16.5,83.4,51.3,356.8,665.8,3066.8,29738.3,0,42147.8
2019-01-02T03:30+01:00,5772.6,1569.5,4603,5487.8,2675.5,490.2,397.8,2682.8,16.6,54.5,33.8,356.8,664.4,3072.7,29730.1,0,42551.7
2019-01-02T03:45+01:00,5782.2,1568.4,4607.1,5467.7,2678.7,489.4,397.8,2664.2,16.6,46.3,27.3,356.8,665.8,3086.8,29674.2,0,42809.3
2019-01-02T04:00+01:00,5749.7,1565.1,4548,5353.3,2688.7,490.5,397.8,2622.9,16.5,28.5,76.1,356.5,664.3,3098,29797.8,0,43015.6
2019-01-02T04:15+01:00,5771.3,1567.7,4612.3,5336.8,2714.1,489.9,391.8,2702.8,16.5,27.4,122.1,356.8,664.3,3084.5,29938.8,0,43373.4
2019-01-02T04:30+01:00,5796,1563.5,4617.5,5385.8,2786,490.2,391.8,2638,16.5,38.1,129.3,356.8,667,3081.7,30110.2,0.1,44033.9
2019-01-02T04:45+01:00,5791.8,1565.1,4611.3,5378,2829.4,490,391.8,2709.4,16.3,37.5,184.2,356.8,795,3106.8,29893.1,0.1,44608.9
2019-01-02T05:00+01:00,5814.3,1571.2,4618.4,5396.2,2878.6,489.9,391.8,2960,16.1,38.6,51.1,356.5,1014.3,3167.7,30231.3,0.2,45367.2
2019-01-02T05:15+01:00,5919.4,1582.9,4621.3,5441.3,2896.4,490.3,375.4,3052.9,15.9,33.4,51.2,356.8,1222.1,3187.2,30333.5,0.1,46024.9
2019-01-02T05:30+01:00,6107.3,1621,4631.4,5446.5,2920.1,490.9,375.4,3169.5,15.9,42.8,210.9,356.8,1284.1,3254.7,30699.1,0.2,47355.8
2019-01-02T05:45+01:00,6499.2,1642.5,4656.3,5488.8,2885.5,489.5,375.4,3316.1,15.9,56.9,268,356.8,1295.1,3427.1,30793.7,0.2,48836.3
2019-01-02T06:00+01:00,7052,1662.5,4608.4,5697.4,2988.9,490.1,375.4,3770.6,15.9,61.3,91.2,356.8,1290.7,3693.8,31057.5,0.2,50485.4
2019-01-02T06:15+01:00,7497.7,1691.1,4680.2,5862.8,3275.9,489.7,363.1,3959.5,15.8,50.9,309.1,365.1,1308.6,3918.5,31062.9,0.2,52121.2
2019-01-02T06:30+01:00,7895.5,1687.7,4673.2,6046.9,3372.7,492,363.1,4096.6,15.8,53.7,574.6,398.2,1305.8,3910.1,31142.9,0.2,53405.4
2019-01-02T06:45+01:00,8174.6,1687.8,4693.6,6212.5,3455.3,490.2,363.1,4139.7,15.8,49.5,720,408.3,1298.9,3972.4,31084.4,0.2,54845
2019-01-02T07:00+01:00,8320.7,1687.3,4606.4,6357.4,3605.5,490.8,363.1,4458.1,15.8,28.2,285.2,443.1,1289.6,4423,31010.7,0.2,56545.1
2019-01-02T07:15+01:00,8589,1685.5,4750.4,6598.2,3781.4,491.4,395.4,4474.8,15.8,35.3,253,460.8,1291,4579.1,30914.6,0.2,57670.6
2019-01-02T07:30+01:00,8704,1685.6,4772.8,6850.2,3954.6,491.5,395.4,4536.5,15.8,44.8,350.3,461.1,1288.2,4580.3,30754.9,0.3,58679.9
2019-01-02T07:45+01:00,8699.1,1690.6,4786.9,7080.9,4083.1,492.7,395.4,4524.5,15.8,44.3,877.7,461.2,1285.5,4595.3,30287.8,0.5,59649.5
2019-01-02T08:00+01:00,8756.2,1695.9,4824.3,7272.2,4145.3,492.7,395.4,4684.5,15.8,32.6,920,460.8,1282.9,4535.5,30019.8,8.8,60877.7
2019-01-02T08:15+01:00,8825.3,1699.4,4845.1,7740.3,4279.5,492.9,405.5,4662.4,15.7,36.7,1450.8,460.7,1281.5,4274.7,29866,34.2,61128.9
2019-01-02T08:30+01:00,8845.2,1696.4,4855.8,8092.9,4393,495.2,405.5,4687.1,15.6,40.2,1066.8,460.8,1288.4,4256.1,29856.3,119.4,61813.2
2019-01-02T08:45+01:00,8906.3,1694.7,4845.4,8378.4,4544,495.2,405.5,4700.2,15.6,27.5,1421.8,460.8,1280.2,4261.4,29575.1,323.2,62236.8
2019-01-02T09:00+01:00,8973.9,1696.8,4846.2,8565.6,4767.5,493.4,405.5,5132,15.7,15.8,654.7,461.3,1293,4248.1,29314.6,701.1,62923.5
2019-01-02T09:15+01:00,9016.8,1687,4865.8,8895.7,4931.6,494.4,417.8,5148,15.6,20.7,686.6,468.1,1282,4249.5,28879.7,1238,63091.1
2019-01-02T09:30+01:00,9012.4,1682.2,4863.4,9030.3,5131,495.9,417.8,5175.8,15.5,20,405,468.3,1268.2,4233.9,28509.9,1884.7,63667.9
2019-01-02T09:45+01:00,9023.9,1685.6,4859.9,9179.9,5210.4,491.6,417.8,5173.6,15.5,16.2,395.1,468.2,1301.2,4186,28346.6,2568.6,64035.4
2019-01-02T10:00+01:00,9027.6,1695.3,4853.7,9251.2,5392.7,492.7,417.8,4998.1,15.5,22.4,580.8,468.2,1303.7,4173.4,28348.5,3319.7,64258.1
2019-01-02T10:15+01:00,9021.1,1702.7,4856.9,9087.7,5510.6,495.9,427.5,4970.8,15.5,33.4,590.7,468.7,1303.7,4147.4,28293.8,4121.7,64289
2019-01-02T10:30+01:00,8992.5,1698.5,4833.7,8991.8,5556.6,493.2,427.5,4963.3,15.5,45,402.2,472.7,1296.8,4118.6,28108.1,4966.9,64557.3
2019-01-02T10:45+01:00,8981.9,1701.5,4835.8,8805.7,5603,492.5,427.5,4926.5,15.5,23.6,128.7,475.2,1258.2,4040.7,27818.4,5623.6,64760.5
2019-01-02T11:00+01:00,8962.4,1707,4840,8779.8,5609.9,492.4,427.5,5040.1,15.5,55.9,589.2,476,1266.3,3947.4,28040.9,6342.6,65107.8
2019-01-02T11:15+01:00,8972,1711.2,4840.9,8786.4,5824.3,493.7,437.6,5041.3,15.5,74.5,420.1,476.2,1288.3,3852.8,28284.8,6718.9,65601.3
2019-01-02T11:30+01:00,9047,1708.7,4836,8859.4,5868.9,492.7,437.6,5046.3,15.4,98.9,662.3,476.4,1292.4,3692.8,28545.9,7101.1,66173
2019-01-02T11:45+01:00,9033.7,1710.2,4810.4,8939.3,5846.4,493.4,437.6,5046.4,15.4,51.7,424.5,476.6,1299.3,3529.5,28632.8,7331.5,66141.6
2019-01-02T12:00+01:00,9087.3,1729.5,4813.6,8999.3,5882.6,491.7,437.6,5092.3,15.3,83.2,106.9,476.5,1296.7,3413,28858.4,7497,66243.1
2019-01-02T12:15+01:00,9115.5,1728.6,4836.1,9056.1,5652.9,493.4,438.1,5130.1,15.3,51.3,81.7,476.1,1274.7,3347.2,28927.8,7578.9,66059.1
2019-01-02T12:30+01:00,9099.7,1728,4839.1,9020,5555.6,492.2,438.1,5153.2,15.5,67.5,76.8,476.3,1289.8,3396.6,28945,7551.5,65963.2
2019-01-02T12:45+01:00,9061.4,1725.7,4844.5,9219.1,5395,492,438.1,5174,15.4,85.2,89.5,476.3,1307.7,3385.2,28727.3,7551.4,65799.9
2019-01-02T13:00+01:00,9007.4,1722,4834.8,9187.6,5133.5,494.6,438.1,5179.9,15.4,112.2,303.4,476.2,1305.7,3278.5,28608,7342.7,65817.8
2019-01-02T13:15+01:00,8987.4,1711.7,4824.7,9094.4,5127.1,493.5,437.1,5221.2,15.2,75.6,725.5,476.1,1264.4,3198,28491.1,6991,65470.4
2019-01-02T13:30+01:00,8999,1709.6,4841.1,8985.6,5206.5,493.9,437.1,5241.5,15.2,80.1,890.1,476.1,1238.3,3137.3,28341.5,6626.1,65272.2
2019-01-02T13:45+01:00,9008.2,1712,4827.1,9284.6,5422.2,493.4,437.1,5238.2,15.2,69.6,280.7,476.3,1309.8,3040.1,27799.5,6111.4,64570.1
2019-01-02T14:00+01:00,8967.7,1718.1,4835.4,9423.9,5774.8,490,437.1,5034.8,15.1,61.7,154.4,476.1,1300.6,3132.4,27251.8,5680.8,64497.7
