Date (GMT+1),Nuclear,Hydro water reservoir,Others,Wind onshore,Load
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW)
2019-01-01T00:00+01:00,8211,2295,1591,5355,14597
2019-01-01T01:00+01:00,8210,2076,1565,5234,14375
2019-01-01T02:00+01:00,8207,2039,1568,5011,14153
2019-01-01T03:00+01:00,8207,2086,1558,4934,13896
2019-01-01T04:00+01:00,8208,2349,1558,4895,13955
2019-01-01T05:00+01:00,8206,2382,1581,4894,14166
2019-01-01T06:00+01:00,8206,2726,1618,4836,14352
2019-01-01T07:00+01:00,8207,2972,1633,4900,14807
2019-01-01T08:00+01:00,8205,2885,1662,5030,15064
2019-01-01T09:00+01:00,8204,2878,1708,5074,15492
2019-01-01T10:00+01:00,8205,3014,1691,5232,15810
2019-01-01T11:00+01:00,8206,3115,1699,5459,16045
2019-01-01T12:00+01:00,8206,3172,1719,5631,16254
2019-01-01T13:00+01:00,8207,3007,1665,5747,16321
2019-01-01T14:00+01:00,8207,3391,1669,5949,16874
2019-01-01T15:00+01:00,8207,3652,1666,6055,17436
2019-01-01T16:00+01:00,8208,3915,1686,6108,18173
2019-01-01T17:00+01:00,8209,4035,1687,6168,18388
2019-01-01T18:00+01:00,8203,3940,1657,6196,18200
2019-01-01T19:00+01:00,8209,3813,1653,6232,17725
2019-01-01T20:00+01:00,8210,3050,1661,6250,17424
2019-01-01T21:00+01:00,8205,2660,1656,6243,17030
2019-01-01T22:00+01:00,8203,2373,1649,6227,16745
2019-01-01T23:00+01:00,8202,2057,1630,6199,16335
2019-01-02T00:00+01:00,8201,1921,1646,6197,16008
2019-01-02T01:00+01:00,8201,1834,1636,6135,15938
2019-01-02T02:00+01:00,8201,1791,1625,6054,15771
2019-01-02T03:00+01:00,8198,1899,1641,5971,15893
2019-01-02T04:00+01:00,8197,2385,1677,5912,16263
2019-01-02T05:00+01:00,8196,3203,1700,5854,16919
2019-01-02T06:00+01:00,8192,4645,1757,5740,18200
2019-01-02T07:00+01:00,8192,6384,1759,5619,19757
2019-01-02T08:00+01:00,8190,7468,1784,5560,20484
2019-01-02T09:00+01:00,8196,8057,1802,5358,20593
2019-01-02T10:00+01:00,8193,7952,1836,5268,20891
2019-01-02T11:00+01:00,8194,8184,1860,5072,20613
2019-01-02T12:00+01:00,8192,8787,1885,4935,20743
2019-01-02T13:00+01:00,8190,8742,1897,4815,20743
2019-01-02T14:00+01:00,8188,9055,1911,4702,21231
2019-01-02T15:00+01:00,8186,9351,1893,4585,21664
2019-01-02T16:00+01:00,8182,9750,1889,4414,21997
2019-01-02T17:00+01:00,8183,10105,1887,4172,22082
2019-01-02T18:00+01:00,8184,9996,1888,3908,21681
2019-01-02T19:00+01:00,8182,9717,1866,3577,21036
2019-01-02T20:00+01:00,8188,9478,1885,3347,20637
2019-01-02T21:00+01:00,8188,8869,1871,3078,19882
2019-01-02T22:00+01:00,8190,7907,1842,2867,18954
2019-01-02T23:00+01:00,8190,6199,1843,2575,18177
2019-01-03T00:00+01:00,8191,5027,1812,2253,17488
2019-01-03T01:00+01:00,8187,4823,1859,2047,17093
2019-01-03T02:00+01:00,8188,4706,1874,1889,16823
2019-01-03T03:00+01:00,8192,4704,1878,1765,16870
2019-01-03T04:00+01:00,8192,5155,1828,1640,16991
2019-01-03T05:00+01:00,8190,6609,1826,1598,17636
2019-01-03T06:00+01:00,8191,8712,1926,1631,19058
2019-01-03T07:00+01:00,8186,10621,1953,1716,20612
2019-01-03T08:00+01:00,8185,11324,1988,1765,21410
2019-01-03T09:00+01:00,8185,11372,2030,1913,21439
2019-01-03T10:00+01:00,8185,11280,2051,2082,21382
2019-01-03T11:00+01:00,8185,11013,2037,2262,21190
2019-01-03T12:00+01:00,8188,10775,2028,2443,21162
2019-01-03T13:00+01:00,8188,10691,2079,2559,21021
2019-01-03T14:00+01:00,8187,10610,2063,2712,20980
2019-01-03T15:00+01:00,8047,10518,2042,2879,21153
2019-01-03T16:00+01:00,7757,10550,2059,3031,22013
2019-01-03T17:00+01:00,7736,10373,2033,3117,21969
2019-01-03T18:00+01:00,7763,10361,2005,3212,21545
2019-01-03T19:00+01:00,7765,10338,1982,3256,20712
2019-01-03T20:00+01:00,7773,9706,1976,3259,20238
2019-01-03T21:00+01:00,8036,9347,1979,3340,19248
2019-01-03T22:00+01:00,8139,8533,1941,3386,18377
2019-01-03T23:00+01:00,8171,7172,1898,3345,17267
2019-01-04T00:00+01:00,8138,5453,1824,3515,16533
2019-01-04T01:00+01:00,7947,4825,1822,3532,16361
2019-01-04T02:00+01:00,7933,4780,1832,3570,16183
2019-01-04T03:00+01:00,7924,4684,1835,3488,16060
2019-01-04T04:00+01:00,7913,5016,1833,3462,15960
2019-01-04T05:00+01:00,7912,5745,1825,3283,16345
2019-01-04T06:00+01:00,7913,8483,1914,3225,18227
2019-01-04T07:00+01:00,7835,9966,1927,3073,19538
2019-01-04T08:00+01:00,7719,10400,1890,2933,20360
2019-01-04T09:00+01:00,7722,10555,1930,2833,20333
2019-01-04T10:00+01:00,7724,10613,1933,2727,20430
2019-01-04T11:00+01:00,7736,10604,1876,2717,20074
2019-01-04T12:00+01:00,7757,10303,1851,2669,19738
2019-01-04T13:00+01:00,7863,10195,1829,2701,19525
2019-01-04T14:00+01:00,7951,10095,1768,2705,19143
2019-01-04T15:00+01:00,7961,10046,1773,2697,19273
2019-01-04T16:00+01:00,7983,10168,1802,2678,19705
2019-01-04T17:00+01:00,7985,10075,1845,2662,19795
2019-01-04T18:00+01:00,7988,9938,1822,2566,19377
2019-01-04T19:00+01:00,7989,9488,1825,2461,18699
2019-01-04T20:00+01:00,7996,8910,1839,2403,18142
2019-01-04T21:00+01:00,8006,8119,1750,2217,17425
2019-01-04T22:00+01:00,8013,6796,1711,2160,16534
2019-01-04T23:00+01:00,8019,5823,1745,2077,15976
2019-01-05T00:00+01:00,8026,4420,1772,1974,15592
2019-01-05T01:00+01:00,8034,4274,1714,1916,15149
2019-01-05T02:00+01:00,8042,4272,1707,1826,14895
2019-01-05T03:00+01:00,8052,4243,1713,1798,14951
2019-01-05T04:00+01:00,8059,4295,1734,1727,15101
2019-01-05T05:00+01:00,8065,4375,1745,1621,15296
2019-01-05T06:00+01:00,8073,5251,1755,1501,15751
2019-01-05T07:00+01:00,8081,6846,1764,1371,16506
2019-01-05T08:00+01:00,8093,7709,1771,1258,17141
2019-01-05T09:00+01:00,8101,8248,1777,1154,17685
2019-01-05T10:00+01:00,8107,8905,1850,1092,18266
2019-01-05T11:00+01:00,8116,9290,1883,917,18543
2019-01-05T12:00+01:00,8122,9484,1879,815,18334
2019-01-05T13:00+01:00,8130,9712,1872,833,18165
2019-01-05T14:00+01:00,8139,9799,1874,924,18322
2019-01-05T15:00+01:00,8137,10379,1876,924,18769
2019-01-05T16:00+01:00,8133,10599,1935,959,19318
2019-01-05T17:00+01:00,8119,10770,1930,940,19627
2019-01-05T18:00+01:00,8155,10867,1980,926,19471
2019-01-05T19:00+01:00,8176,10432,1991,897,18875
2019-01-05T20:00+01:00,8191,10028,1978,883,18267
2019-01-05T21:00+01:00,8199,9076,1984,857,17609
2019-01-05T22:00+01:00,8201,8328,1971,851,17068
2019-01-05T23:00+01:00,8201,7124,1972,881,16448
2019-01-06T00:00+01:00,8204,5157,1927,1032,16066
2019-01-06T01:00+01:00,8204,4834,1888,1065,15739
2019-01-06T02:00+01:00,8206,4810,1860,1091,15504
2019-01-06T03:00+01:00,8205,4749,1831,1126,15351
2019-01-06T04:00+01:00,8206,4776,1821,1152,15272
2019-01-06T05:00+01:00,8204,4922,1821,1216,15236
2019-01-06T06:00+01:00,8203,5606,1824,1283,15606
2019-01-06T07:00+01:00,8203,7330,1834,1401,16240
2019-01-06T08:00+01:00,8204,8144,1840,1527,16857
2019-01-06T09:00+01:00,8203,8808,1833,1677,17652
2019-01-06T10:00+01:00,8203,9547,1809,1826,18162
2019-01-06T11:00+01:00,8202,9785,1773,1981,18464
2019-01-06T12:00+01:00,8203,9742,1767,2037,18402
2019-01-06T13:00+01:00,8203,9704,1775,2144,18420
2019-01-06T14:00+01:00,8205,9387,1774,2170,18193
2019-01-06T15:00+01:00,8198,9398,1763,2237,18516
2019-01-06T16:00+01:00,8195,9996,1774,2334,19340
2019-01-06T17:00+01:00,8198,10184,1782,2453,19608
2019-01-06T18:00+01:00,8199,10140,1787,2543,19290
2019-01-06T19:00+01:00,8202,9966,1797,2668,18713
2019-01-06T20:00+01:00,8198,9464,1793,2775,18376
2019-01-06T21:00+01:00,8204,8897,1778,2941,17651
2019-01-06T22:00+01:00,8209,8060,1770,2988,16947
2019-01-06T23:00+01:00,8211,6757,1766,2974,16050
2019-01-07T00:00+01:00,8213,4810,1769,2938,15568
2019-01-07T01:00+01:00,8215,4617,1765,2855,15517
2019-01-07T02:00+01:00,8215,4533,1772,2684,15471
2019-01-07T03:00+01:00,8215,4580,1773,2533,15455
2019-01-07T04:00+01:00,8215,5185,1760,2346,15670
2019-01-07T05:00+01:00,8212,6421,1772,2265,16729
2019-01-07T06:00+01:00,8208,8955,1804,2091,18864
2019-01-07T07:00+01:00,8207,10440,1844,1958,20080
2019-01-07T08:00+01:00,8206,10710,1834,1986,20772
2019-01-07T09:00+01:00,8207,10697,1856,1998,20975
2019-01-07T10:00+01:00,8209,10739,1849,1893,21148
2019-01-07T11:00+01:00,8210,10778,1823,1839,21053
2019-01-07T12:00+01:00,8207,10858,1864,1815,21141
2019-01-07T13:00+01:00,8207,10992,1844,1864,20897
2019-01-07T14:00+01:00,8206,11009,1803,1976,20971
2019-01-07T15:00+01:00,8207,11116,1812,2064,21349
2019-01-07T16:00+01:00,8204,11027,1824,2281,21648
2019-01-07T17:00+01:00,8202,10826,1841,2370,21597
2019-01-07T18:00+01:00,8203,9946,1813,2512,21002
2019-01-07T19:00+01:00,8207,9354,1844,2664,20367
2019-01-07T20:00+01:00,8206,8762,1867,2825,19652
2019-01-07T21:00+01:00,8164,7969,1839,2900,18856
2019-01-07T22:00+01:00,8152,6746,1834,2874,17875
2019-01-07T23:00+01:00,8153,5610,1806,2719,16920
2019-01-08T00:00+01:00,8157,4782,1761,2481,16321
2019-01-08T01:00+01:00,8166,4632,1755,2207,15794
2019-01-08T02:00+01:00,8172,4636,1760,2063,15547
2019-01-08T03:00+01:00,8183,4725,1765,2024,15511
2019-01-08T04:00+01:00,8195,5171,1764,2033,15897
2019-01-08T05:00+01:00,8198,5657,1757,2073,16605
2019-01-08T06:00+01:00,8207,7704,1775,2220,18588
2019-01-08T07:00+01:00,8203,9995,1788,2396,20343
2019-01-08T08:00+01:00,8195,10283,1798,2546,20601
2019-01-08T09:00+01:00,8193,10242,1770,2777,20558
2019-01-08T10:00+01:00,8196,10221,1771,2957,20724
2019-01-08T11:00+01:00,8195,10105,1793,3214,20643
2019-01-08T12:00+01:00,8194,9854,1839,3559,20389
2019-01-08T13:00+01:00,8197,9627,1844,3802,20585
2019-01-08T14:00+01:00,8209,9621,1876,4124,20962
2019-01-08T15:00+01:00,8209,9559,1863,4377,21286
2019-01-08T16:00+01:00,8210,9865,1834,4621,21717
2019-01-08T17:00+01:00,8209,9790,1836,4774,21762
2019-01-08T18:00+01:00,8208,9304,1862,4966,21224
2019-01-08T19:00+01:00,8207,8788,1884,5124,20749
2019-01-08T20:00+01:00,8207,8240,1890,5295,20245
2019-01-08T21:00+01:00,8205,7332,1885,5382,19409
2019-01-08T22:00+01:00,8205,6353,1893,5441,18626
2019-01-08T23:00+01:00,8206,5315,1885,5485,17439
2019-01-09T00:00+01:00,8206,4393,1906,5446,16797
2019-01-09T01:00+01:00,8208,4176,1922,5494,16592
2019-01-09T02:00+01:00,8208,4143,1946,5498,16503
2019-01-09T03:00+01:00,8207,4168,1937,5465,16428
2019-01-09T04:00+01:00,8207,4807,1909,5436,16827
2019-01-09T05:00+01:00,8204,5573,1922,5383,17648
2019-01-09T06:00+01:00,8202,7435,1926,5288,19564
2019-01-09T07:00+01:00,8201,9186,1932,5171,21295
2019-01-09T08:00+01:00,8198,9973,1986,5034,21846
2019-01-09T09:00+01:00,8198,10023,1986,4870,21630
2019-01-09T10:00+01:00,8199,10193,1948,4612,21735
2019-01-09T11:00+01:00,8193,10094,1967,4421,21746
2019-01-09T12:00+01:00,8194,9743,1976,4177,21525
2019-01-09T13:00+01:00,8193,9784,1959,3922,21371
2019-01-09T14:00+01:00,8190,10131,1947,3763,21706
2019-01-09T15:00+01:00,8190,10540,1944,3648,22198
2019-01-09T16:00+01:00,8189,11081,2008,3476,22742
2019-01-09T17:00+01:00,8189,11173,2037,3307,22911
2019-01-09T18:00+01:00,8191,11117,2041,3103,22488
2019-01-09T19:00+01:00,8190,11077,2027,2866,22064
2019-01-09T20:00+01:00,8191,10680,2025,2584,21460
2019-01-09T21:00+01:00,8193,9964,2025,2312,20721
2019-01-09T22:00+01:00,8192,8888,2015,2079,19755
2019-01-09T23:00+01:00,8192,7606,2008,1856,18759
2019-01-10T00:00+01:00,8193,5759,2011,1449,17996
2019-01-10T01:00+01:00,8193,5557,2012,1365,17736
2019-01-10T02:00+01:00,8192,5458,2012,1376,17728
2019-01-10T03:00+01:00,8192,5600,2012,1498,17757
2019-01-10T04:00+01:00,8191,6275,2030,1693,18147
2019-01-10T05:00+01:00,8187,7887,2034,1904,18878
2019-01-10T06:00+01:00,8185,9635,2067,2116,20895
2019-01-10T07:00+01:00,8187,10665,2079,2364,22403
2019-01-10T08:00+01:00,8190,10893,2060,2600,22623
2019-01-10T09:00+01:00,8190,10809,2120,2803,22464
2019-01-10T10:00+01:00,8189,10612,2127,2899,22294
2019-01-10T11:00+01:00,8185,10625,2119,3004,22269
2019-01-10T12:00+01:00,8187,10474,2090,3099,22027
2019-01-10T13:00+01:00,8191,10320,2078,3213,21774
2019-01-10T14:00+01:00,8190,10227,2098,3342,21852
2019-01-10T15:00+01:00,8192,10099,2097,3564,22311
2019-01-10T16:00+01:00,8191,10091,2092,3763,22483
2019-01-10T17:00+01:00,8193,9661,2083,3939,22291
2019-01-10T18:00+01:00,8195,9500,2030,4157,21890
2019-01-10T19:00+01:00,8199,9301,2022,4306,21543
2019-01-10T20:00+01:00,8200,9089,1990,4451,20724
2019-01-10T21:00+01:00,8202,8516,1961,4549,19930
2019-01-10T22:00+01:00,8201,7754,1938,4663,18612
2019-01-10T23:00+01:00,8203,6365,1926,4761,17638
2019-01-11T00:00+01:00,8205,4819,1875,4773,16792
2019-01-11T01:00+01:00,8204,4682,1841,4832,16490
2019-01-11T02:00+01:00,8202,4629,1831,4904,16466
2019-01-11T03:00+01:00,8205,4559,1727,4913,16565
2019-01-11T04:00+01:00,8206,5232,1679,4865,16729
2019-01-11T05:00+01:00,8204,6113,1686,4727,17491
2019-01-11T06:00+01:00,8201,8318,1719,4635,19262
2019-01-11T07:00+01:00,8199,9185,1723,4546,20906
2019-01-11T08:00+01:00,8197,9591,1744,4432,21379
2019-01-11T09:00+01:00,8202,9666,1792,4348,21336
2019-01-11T10:00+01:00,8205,9635,1797,4299,21354
2019-01-11T11:00+01:00,8207,9538,1786,4336,21147
2019-01-11T12:00+01:00,8207,9516,1771,4297,20743
2019-01-11T13:00+01:00,8209,9492,1756,4386,20471
2019-01-11T14:00+01:00,8210,9086,1756,4502,20376
2019-01-11T15:00+01:00,8210,9018,1765,4631,20672
2019-01-11T16:00+01:00,8208,9326,1787,4649,21113
2019-01-11T17:00+01:00,8207,9326,1835,4717,21355
2019-01-11T18:00+01:00,8209,9126,1843,4711,20898
2019-01-11T19:00+01:00,8210,9014,1850,4724,20356
2019-01-11T20:00+01:00,8211,8208,1841,4683,19547
2019-01-11T21:00+01:00,8212,7378,1845,4603,18903
2019-01-11T22:00+01:00,8214,6447,1850,4521,18104
2019-01-11T23:00+01:00,8214,5305,1843,4401,17324
2019-01-12T00:00+01:00,8214,4304,1835,4182,16786
2019-01-12T01:00+01:00,8215,4106,1783,3959,16573
2019-01-12T02:00+01:00,8214,4006,1762,3712,16376
2019-01-12T03:00+01:00,8213,3843,1755,3513,16171
2019-01-12T04:00+01:00,8214,3843,1757,3333,16172
2019-01-12T05:00+01:00,8212,4400,1773,3189,16575
2019-01-12T06:00+01:00,8210,5367,1794,3046,17050
2019-01-12T07:00+01:00,8207,6798,1803,2921,17923
2019-01-12T08:00+01:00,7857,7942,1814,2813,18872
2019-01-12T09:00+01:00,7451,8807,1823,2690,19487
2019-01-12T10:00+01:00,7407,9370,1828,2543,19668
2019-01-12T11:00+01:00,7418,9490,1847,2356,19682
2019-01-12T12:00+01:00,7545,9564,1847,2233,19404
2019-01-12T13:00+01:00,7576,9598,1849,2051,19481
2019-01-12T14:00+01:00,7591,9535,1868,1972,19524
2019-01-12T15:00+01:00,7602,9670,1893,1794,19852
2019-01-12T16:00+01:00,7593,10148,1865,1722,20668
2019-01-12T17:00+01:00,7612,10575,1864,1611,20856
2019-01-12T18:00+01:00,7805,10401,1859,1525,20341
2019-01-12T19:00+01:00,7843,10021,1840,1472,19646
2019-01-12T20:00+01:00,7907,9358,1813,1375,18993
2019-01-12T21:00+01:00,7928,8827,1787,1284,18501
2019-01-12T22:00+01:00,7955,8170,1788,1154,17946
2019-01-12T23:00+01:00,8069,7599,1800,1050,17299
2019-01-13T00:00+01:00,8106,5809,1809,929,16525
2019-01-13T01:00+01:00,8106,5506,1807,955,16464
2019-01-13T02:00+01:00,8108,5297,1751,987,16241
2019-01-13T03:00+01:00,8119,5280,1779,1029,16280
2019-01-13T04:00+01:00,8166,5715,1792,1140,16188
2019-01-13T05:00+01:00,8167,6418,1797,1233,16278
2019-01-13T06:00+01:00,8167,6768,1816,1478,16748
2019-01-13T07:00+01:00,8182,7298,1828,1717,17123
2019-01-13T08:00+01:00,8195,7750,1799,1885,17539
2019-01-13T09:00+01:00,8210,8277,1852,1978,18100
2019-01-13T10:00+01:00,8213,8580,1832,2005,18655
2019-01-13T11:00+01:00,8214,8616,1837,1979,18821
2019-01-13T12:00+01:00,8213,8605,1839,2013,18712
2019-01-13T13:00+01:00,8212,8537,1845,2077,18602
2019-01-13T14:00+01:00,8213,8479,1862,2187,18628
2019-01-13T15:00+01:00,8214,8526,1847,2372,19055
2019-01-13T16:00+01:00,8212,8879,1801,2679,19613
2019-01-13T17:00+01:00,8213,8930,1806,3156,19757
2019-01-13T18:00+01:00,8213,8424,1825,3534,19680
2019-01-13T19:00+01:00,8215,7994,1826,3842,19521
2019-01-13T20:00+01:00,8216,7573,1866,4117,18886
2019-01-13T21:00+01:00,8217,6476,1776,4387,18324
2019-01-13T22:00+01:00,8215,5150,1814,4596,17611
2019-01-13T23:00+01:00,8214,4170,1849,4747,16985
2019-01-14T00:00+01:00,8214,3156,1883,5032,17078
2019-01-14T01:00+01:00,8214,2934,1883,5100,17164
2019-01-14T02:00+01:00,8213,2827,1882,5125,17279
2019-01-14T03:00+01:00,8212,3008,1815,5132,17356
2019-01-14T04:00+01:00,8212,3907,1808,5113,17602
2019-01-14T05:00+01:00,8212,5167,1823,5083,18779
2019-01-14T06:00+01:00,8212,8080,1824,5132,20921
2019-01-14T07:00+01:00,8211,10054,1860,5040,22498
2019-01-14T08:00+01:00,8209,10502,1907,5020,22933
2019-01-14T09:00+01:00,8210,10904,1961,5167,22910
2019-01-14T10:00+01:00,8212,10719,1983,5252,22963
2019-01-14T11:00+01:00,8213,10604,2016,5376,22713
2019-01-14T12:00+01:00,8212,9999,1936,5411,22275
2019-01-14T13:00+01:00,8213,9605,1964,5528,21954
2019-01-14T14:00+01:00,8213,9603,1976,5649,21723
2019-01-14T15:00+01:00,8213,9785,1943,5739,22263
2019-01-14T16:00+01:00,8211,10125,1954,5806,22811
2019-01-14T17:00+01:00,8210,10302,1952,5792,23105
2019-01-14T18:00+01:00,8213,9651,1977,5766,22562
2019-01-14T19:00+01:00,8213,9436,2005,5707,22061
2019-01-14T20:00+01:00,8214,8789,2019,5636,21382
2019-01-14T21:00+01:00,8215,7078,1958,5507,20303
2019-01-14T22:00+01:00,8216,5701,1980,5378,19244
2019-01-14T23:00+01:00,8216,4217,1982,5263,18460
2019-01-15T00:00+01:00,8217,3666,1921,5150,17853
2019-01-15T01:00+01:00,8215,3382,1910,5016,17667
2019-01-15T02:00+01:00,8217,3400,1900,4876,17731
2019-01-15T03:00+01:00,8214,3808,1828,4638,17717
2019-01-15T04:00+01:00,8212,4894,1823,4445,17979
2019-01-15T05:00+01:00,8210,6840,1923,4225,18764
2019-01-15T06:00+01:00,8207,9322,1994,3920,21209
2019-01-15T07:00+01:00,8205,10729,2032,3596,23204
2019-01-15T08:00+01:00,8198,11207,2013,3188,23667
2019-01-15T09:00+01:00,8197,11256,2009,2772,23500
2019-01-15T10:00+01:00,8196,11291,2018,2267,23551
2019-01-15T11:00+01:00,8198,11328,2023,1887,23403
2019-01-15T12:00+01:00,8198,11005,2060,1556,22929
2019-01-15T13:00+01:00,8201,10933,2055,1436,22696
2019-01-15T14:00+01:00,8204,10777,2070,1414,22399
2019-01-15T15:00+01:00,8207,10866,2073,1597,22584
2019-01-15T16:00+01:00,8207,11042,2078,1656,22885
2019-01-15T17:00+01:00,8203,11118,2057,1685,23031
2019-01-15T18:00+01:00,8202,10876,2038,1731,23422
2019-01-15T19:00+01:00,8203,10486,2000,1804,23330
2019-01-15T20:00+01:00,8203,10391,1917,1812,22845
2019-01-15T21:00+01:00,8205,9757,1894,1816,22126
2019-01-15T22:00+01:00,8205,8454,1898,1774,20953
2019-01-15T23:00+01:00,8208,7789,1883,1675,20049
2019-01-16T00:00+01:00,8209,5982,1834,1557,17949
2019-01-16T01:00+01:00,8209,5710,1839,1409,17929
2019-01-16T02:00+01:00,8209,5686,1839,1213,17784
2019-01-16T03:00+01:00,8210,5667,1846,989,17918
2019-01-16T04:00+01:00,8208,6747,1897,796,18485
2019-01-16T05:00+01:00,8207,7558,1907,685,19548
2019-01-16T06:00+01:00,8205,9512,1971,631,21440
2019-01-16T07:00+01:00,8203,11039,1996,683,23318
2019-01-16T08:00+01:00,8203,11742,2026,867,23496
2019-01-16T09:00+01:00,8205,11709,2022,1128,23159
2019-01-16T10:00+01:00,8208,11507,1972,1414,22850
2019-01-16T11:00+01:00,8208,11139,1972,1739,22545
2019-01-16T12:00+01:00,8204,10584,1971,2001,22294
2019-01-16T13:00+01:00,8200,10258,1975,2301,22082
2019-01-16T14:00+01:00,8202,9984,1983,2549,21915
2019-01-16T15:00+01:00,8201,10148,1982,2748,22001
2019-01-16T16:00+01:00,8200,10602,1979,3032,22318
2019-01-16T17:00+01:00,8199,10680,1985,3170,22317
2019-01-16T18:00+01:00,8201,10425,1971,3293,22016
2019-01-16T19:00+01:00,8199,10097,1969,3281,21423
2019-01-16T20:00+01:00,8203,9607,1964,3193,20753
2019-01-16T21:00+01:00,8205,8702,1986,3100,19907
2019-01-16T22:00+01:00,8205,7341,1982,3029,18863
2019-01-16T23:00+01:00,8206,5701,1952,3021,17933
2019-01-17T00:00+01:00,8207,4556,1903,2978,17261
2019-01-17T01:00+01:00,8207,4314,1917,2961,17019
2019-01-17T02:00+01:00,8209,4272,1921,2967,17256
2019-01-17T03:00+01:00,8211,4304,1934,2958,17679
2019-01-17T04:00+01:00,8210,4794,1937,2948,18060
2019-01-17T05:00+01:00,8210,6118,1866,2905,18791
2019-01-17T06:00+01:00,8206,8224,1875,2848,21038
2019-01-17T07:00+01:00,8200,10434,1862,2818,23030
2019-01-17T08:00+01:00,8197,11064,1943,2708,23534
2019-01-17T09:00+01:00,8197,11262,1830,2622,23417
2019-01-17T10:00+01:00,8192,11249,1802,2454,23518
2019-01-17T11:00+01:00,8195,11279,1798,2428,23288
2019-01-17T12:00+01:00,8193,11150,1790,2380,23125
2019-01-17T13:00+01:00,8199,11147,1777,2340,22893
2019-01-17T14:00+01:00,8201,11265,1794,2342,22935
2019-01-17T15:00+01:00,8200,11283,1816,2394,23508
2019-01-17T16:00+01:00,8202,11361,1888,2410,24277
2019-01-17T17:00+01:00,8200,11285,1860,2509,24133
2019-01-17T18:00+01:00,8200,11184,1863,2611,23821
2019-01-17T19:00+01:00,8203,10852,1864,2684,23430
2019-01-17T20:00+01:00,8204,9628,1822,2792,22529
2019-01-17T21:00+01:00,8207,8291,1805,2970,21533
2019-01-17T22:00+01:00,8207,7477,1797,3104,20616
2019-01-17T23:00+01:00,8208,6742,1794,3200,19864
2019-01-18T00:00+01:00,8207,5860,1826,3253,19429
2019-01-18T01:00+01:00,8208,5687,1816,3247,18925
2019-01-18T02:00+01:00,8210,5617,1818,3235,18761
2019-01-18T03:00+01:00,8209,5676,1826,3269,18947
2019-01-18T04:00+01:00,8207,5888,1841,3254,19217
2019-01-18T05:00+01:00,8205,7061,1873,3259,20087
2019-01-18T06:00+01:00,8202,9933,1894,3193,22408
2019-01-18T07:00+01:00,8203,11695,1911,3128,24385
2019-01-18T08:00+01:00,8203,11750,1923,3027,24517
2019-01-18T09:00+01:00,8203,11925,1954,2852,24123
2019-01-18T10:00+01:00,8204,11923,1974,2776,23908
2019-01-18T11:00+01:00,8201,11893,1974,2723,23531
2019-01-18T12:00+01:00,8197,11795,1975,2693,23139
2019-01-18T13:00+01:00,8194,11790,1955,2676,22644
2019-01-18T14:00+01:00,8200,11602,1947,2814,22353
2019-01-18T15:00+01:00,8203,11549,1939,3003,22520
2019-01-18T16:00+01:00,8203,11644,1960,3186,23314
2019-01-18T17:00+01:00,8203,11622,1946,3208,23571
2019-01-18T18:00+01:00,8204,11701,1899,3203,23325
2019-01-18T19:00+01:00,8206,11487,1895,3285,22881
2019-01-18T20:00+01:00,8207,10972,1880,3239,21938
2019-01-18T21:00+01:00,8208,10192,1872,3173,21019
2019-01-18T22:00+01:00,8208,8809,1896,3095,20392
2019-01-18T23:00+01:00,8209,7744,1884,2951,19776
2019-01-19T00:00+01:00,8208,6047,1841,2720,19108
2019-01-19T01:00+01:00,8205,5860,1839,2591,18789
2019-01-19T02:00+01:00,8205,5867,1848,2500,18620
2019-01-19T03:00+01:00,8210,5778,1843,2434,18438
2019-01-19T04:00+01:00,8212,5775,1840,2502,18393
2019-01-19T05:00+01:00,8212,6197,1835,2565,18538
2019-01-19T06:00+01:00,8214,7414,1835,2614,19073
2019-01-19T07:00+01:00,8214,9176,1842,2687,20007
2019-01-19T08:00+01:00,8214,9777,1855,2803,20796
2019-01-19T09:00+01:00,8211,10565,1889,2912,21281
2019-01-19T10:00+01:00,8212,10978,1910,3008,21465
2019-01-19T11:00+01:00,8213,10811,1906,3132,21041
2019-01-19T12:00+01:00,8213,10357,1895,3267,20662
2019-01-19T13:00+01:00,8214,10196,1895,3384,20431
2019-01-19T14:00+01:00,8215,10095,1897,3534,19988
2019-01-19T15:00+01:00,8213,10346,1892,3691,20380
2019-01-19T16:00+01:00,8211,11093,1916,3729,21315
2019-01-19T17:00+01:00,8212,11264,1918,3656,21639
2019-01-19T18:00+01:00,8213,11239,1917,3538,21140
2019-01-19T19:00+01:00,8213,10557,1895,3408,20538
2019-01-19T20:00+01:00,8214,9667,1885,3256,19807
2019-01-19T21:00+01:00,8217,8595,1872,3130,19147
2019-01-19T22:00+01:00,8217,7286,1859,3010,18310
2019-01-19T23:00+01:00,8218,6422,1849,2891,17807
2019-01-20T00:00+01:00,8218,5560,1531,2200,17751
2019-01-20T01:00+01:00,8218,5202,1530,2146,17539
2019-01-20T02:00+01:00,8219,5173,1521,2048,17467
2019-01-20T03:00+01:00,8219,5175,1514,1961,17473
2019-01-20T04:00+01:00,8219,5225,1509,1966,17640
2019-01-20T05:00+01:00,8218,5322,1499,1908,17788
2019-01-20T06:00+01:00,8217,6123,1502,1843,18451
2019-01-20T07:00+01:00,8216,6878,1496,1783,19195
2019-01-20T08:00+01:00,8216,8141,1491,1699,19765
