Date (GMT+1),Nuclear,Hydro water reservoir,Others,Wind onshore,Load
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW)
2019-07-12T02:00+02:00,6961,6118,443,526,10152
2019-07-12T03:00+02:00,6962,6070,449,464,10117
2019-07-12T04:00+02:00,6962,6834,445,411,10178
2019-07-12T05:00+02:00,6962,7511,451,341,10425
2019-07-12T06:00+02:00,6962,8549,469,274,11484
2019-07-12T07:00+02:00,6961,9336,490,184,12382
2019-07-12T08:00+02:00,6958,9684,518,173,13072
2019-07-12T09:00+02:00,6956,9831,550,156,13565
2019-07-12T10:00+02:00,6955,9850,559,171,13635
2019-07-12T11:00+02:00,6952,9829,572,203,13536
2019-07-12T12:00+02:00,6952,9722,574,258,13505
2019-07-12T13:00+02:00,6946,9668,576,280,13310
2019-07-12T14:00+02:00,6944,9615,572,308,13180
2019-07-12T15:00+02:00,6937,9419,538,331,12848
2019-07-12T16:00+02:00,6930,9386,522,320,12696
2019-07-12T17:00+02:00,6931,9138,508,335,12838
2019-07-12T18:00+02:00,6928,9028,492,337,12612
2019-07-12T19:00+02:00,6926,8909,472,329,12250
2019-07-12T20:00+02:00,6925,8864,461,337,11823
2019-07-12T21:00+02:00,6923,8923,459,366,11602
2019-07-12T22:00+02:00,6923,8638,458,438,11494
2019-07-12T23:00+02:00,6925,8029,457,489,11114
2019-07-13T00:00+02:00,6922,7196,461,459,10564
2019-07-13T01:00+02:00,6920,6109,461,446,10143
2019-07-13T02:00+02:00,6923,5478,461,452,9939
2019-07-13T03:00+02:00,6925,5288,461,426,9704
2019-07-13T04:00+02:00,6925,5285,455,396,9486
2019-07-13T05:00+02:00,6926,5752,454,353,9471
2019-07-13T06:00+02:00,6925,6673,469,263,9758
2019-07-13T07:00+02:00,6923,7920,487,205,10379
2019-07-13T08:00+02:00,6921,8583,506,160,11054
2019-07-13T09:00+02:00,6916,8956,518,161,11377
2019-07-13T10:00+02:00,6908,8898,554,200,11748
2019-07-13T11:00+02:00,6895,8800,584,235,11947
2019-07-13T12:00+02:00,6894,8397,589,259,11799
2019-07-13T13:00+02:00,6890,6974,595,285,11384
2019-07-13T14:00+02:00,6884,6739,581,315,11084
2019-07-13T15:00+02:00,6878,6534,569,376,11098
2019-07-13T16:00+02:00,6876,6465,541,435,11285
2019-07-13T17:00+02:00,6855,6935,514,403,11507
2019-07-13T18:00+02:00,6850,7861,484,371,11757
2019-07-13T19:00+02:00,6853,8379,456,384,11612
2019-07-13T20:00+02:00,6854,8405,437,413,11431
2019-07-13T21:00+02:00,6859,8298,436,467,11028
2019-07-13T22:00+02:00,6860,8179,437,522,10988
2019-07-13T23:00+02:00,6863,7617,442,568,10721
2019-07-14T00:00+02:00,6880,5739,437,583,10106
2019-07-14T01:00+02:00,6887,4778,447,643,9784
2019-07-14T02:00+02:00,6892,4352,454,650,9493
2019-07-14T03:00+02:00,6900,3937,447,679,9250
2019-07-14T04:00+02:00,6901,3738,458,772,9150
2019-07-14T05:00+02:00,6901,3733,458,652,9065
2019-07-14T06:00+02:00,6898,4131,470,521,9296
2019-07-14T07:00+02:00,6894,4827,490,408,9794
2019-07-14T08:00+02:00,6889,5752,529,338,10470
2019-07-14T09:00+02:00,6885,6385,565,305,10998
2019-07-14T10:00+02:00,6884,6771,592,267,11476
2019-07-14T11:00+02:00,6882,6702,608,241,11550
2019-07-14T12:00+02:00,6881,6887,617,298,11651
2019-07-14T13:00+02:00,6874,6204,604,312,11268
2019-07-14T14:00+02:00,6858,5984,599,337,11159
2019-07-14T15:00+02:00,6854,6179,587,412,11236
2019-07-14T16:00+02:00,6850,6234,568,460,11282
2019-07-14T17:00+02:00,6846,6552,531,543,11427
2019-07-14T18:00+02:00,6839,7857,499,600,11522
2019-07-14T19:00+02:00,6833,8371,475,710,11668
2019-07-14T20:00+02:00,6829,8371,442,801,11585
2019-07-14T21:00+02:00,6828,8352,432,935,11403
2019-07-14T22:00+02:00,6830,8183,449,1100,11202
2019-07-14T23:00+02:00,6834,7404,464,1203,10684
2019-07-15T00:00+02:00,6845,5968,465,1304,9980
2019-07-15T01:00+02:00,6860,4688,466,1343,9691
2019-07-15T02:00+02:00,6859,4565,461,1280,9578
2019-07-15T03:00+02:00,6863,4349,454,1234,9153
2019-07-15T04:00+02:00,6865,4495,440,1229,8967
2019-07-15T05:00+02:00,6859,6335,441,1195,9414
2019-07-15T06:00+02:00,6862,7483,448,1174,10485
2019-07-15T07:00+02:00,6865,8555,473,1153,11615
2019-07-15T08:00+02:00,6868,9422,489,1119,12600
2019-07-15T09:00+02:00,6869,9925,504,1104,13087
2019-07-15T10:00+02:00,6867,9974,522,1061,13231
2019-07-15T11:00+02:00,6868,9979,539,1103,13297
2019-07-15T12:00+02:00,6870,9778,548,1206,13448
2019-07-15T13:00+02:00,6870,9677,564,1225,13478
2019-07-15T14:00+02:00,6871,9794,573,1363,13457
2019-07-15T15:00+02:00,6867,9496,579,1431,13200
2019-07-15T16:00+02:00,6858,9598,566,1507,13185
2019-07-15T17:00+02:00,6851,9325,546,1489,13240
2019-07-15T18:00+02:00,6858,9131,517,1385,13156
2019-07-15T19:00+02:00,6868,9153,490,1300,12885
2019-07-15T20:00+02:00,6877,9076,462,1247,12342
2019-07-15T21:00+02:00,6883,8818,450,1250,11983
2019-07-15T22:00+02:00,6882,8445,445,1288,11678
2019-07-15T23:00+02:00,6884,7564,452,1380,10825
2019-07-16T00:00+02:00,6887,6212,449,1594,10096
2019-07-16T01:00+02:00,6887,4790,455,1771,9683
2019-07-16T02:00+02:00,6890,4471,447,2031,9712
2019-07-16T03:00+02:00,6892,4460,437,2184,9642
2019-07-16T04:00+02:00,6894,4385,425,2318,9423
2019-07-16T05:00+02:00,6893,5312,437,2398,9690
2019-07-16T06:00+02:00,6887,7372,454,2296,10824
2019-07-16T07:00+02:00,6882,8612,473,2312,11664
2019-07-16T08:00+02:00,6877,9167,505,2359,12355
2019-07-16T09:00+02:00,6871,9287,522,2449,12930
2019-07-16T10:00+02:00,6874,9299,606,2444,13197
2019-07-16T11:00+02:00,6870,9176,572,2444,13369
2019-07-16T12:00+02:00,6865,9297,572,2490,13563
2019-07-16T13:00+02:00,6858,9298,561,2441,13286
2019-07-16T14:00+02:00,6854,9200,561,2346,13036
2019-07-16T15:00+02:00,6852,9100,555,2272,12746
2019-07-16T16:00+02:00,6852,8992,544,2214,12644
2019-07-16T17:00+02:00,6851,9007,513,2141,12847
2019-07-16T18:00+02:00,6851,8941,493,2021,12572
2019-07-16T19:00+02:00,6850,8852,484,1763,12525
2019-07-16T20:00+02:00,6852,8854,469,1490,12153
2019-07-16T21:00+02:00,6854,8523,455,1312,11709
2019-07-16T22:00+02:00,6854,8184,453,1211,11514
2019-07-16T23:00+02:00,6855,7774,456,1140,11054
2019-07-17T00:00+02:00,6858,6777,439,1031,10517
2019-07-17T01:00+02:00,6862,6038,422,976,10031
2019-07-17T02:00+02:00,6866,5836,433,896,9904
2019-07-17T03:00+02:00,6870,5779,433,864,9790
2019-07-17T04:00+02:00,6873,5886,434,827,9655
2019-07-17T05:00+02:00,6877,7000,440,704,9993
2019-07-17T06:00+02:00,6873,8357,453,534,10917
2019-07-17T07:00+02:00,6866,9271,478,418,11985
2019-07-17T08:00+02:00,6856,9585,496,329,12515
2019-07-17T09:00+02:00,6846,9626,526,256,12874
2019-07-17T10:00+02:00,6833,9619,541,218,13061
2019-07-17T11:00+02:00,6826,9560,547,214,12902
2019-07-17T12:00+02:00,6820,9486,557,208,12890
2019-07-17T13:00+02:00,6819,9469,553,230,12774
2019-07-17T14:00+02:00,6819,9392,555,244,12651
2019-07-17T15:00+02:00,6823,9413,545,311,12668
2019-07-17T16:00+02:00,6824,9368,532,329,12598
2019-07-17T17:00+02:00,6823,9284,510,308,12634
2019-07-17T18:00+02:00,6823,9354,484,333,12559
2019-07-17T19:00+02:00,7068,9233,460,326,12041
2019-07-17T20:00+02:00,7289,9050,443,387,11622
2019-07-17T21:00+02:00,7400,8184,419,432,11434
2019-07-17T22:00+02:00,7451,7751,414,478,11437
2019-07-17T23:00+02:00,7553,7190,414,512,10804
2019-07-18T00:00+02:00,7514,6801,413,516,10471
2019-07-18T01:00+02:00,7551,5779,426,503,10257
2019-07-18T02:00+02:00,7608,5469,419,479,10009
2019-07-18T03:00+02:00,7416,5467,420,429,10115
2019-07-18T04:00+02:00,7215,5411,420,394,10052
2019-07-18T05:00+02:00,7242,6445,430,359,9946
2019-07-18T06:00+02:00,7216,7955,452,294,10831
2019-07-18T07:00+02:00,7158,8958,475,265,11789
2019-07-18T08:00+02:00,7137,9051,509,231,12496
2019-07-18T09:00+02:00,7136,8842,554,246,12712
2019-07-18T10:00+02:00,7132,8841,562,296,12997
2019-07-18T11:00+02:00,7129,8733,589,350,13033
2019-07-18T12:00+02:00,7094,8433,582,365,12870
2019-07-18T13:00+02:00,7048,8381,598,410,12818
2019-07-18T14:00+02:00,7020,8334,594,474,12813
2019-07-18T15:00+02:00,7012,8329,579,517,12793
2019-07-18T16:00+02:00,7008,8104,556,550,12748
2019-07-18T17:00+02:00,7003,8379,537,579,12907
2019-07-18T18:00+02:00,6999,8530,509,608,12738
2019-07-18T19:00+02:00,6999,8526,480,624,12549
2019-07-18T20:00+02:00,7002,8427,458,703,12216
2019-07-18T21:00+02:00,7003,8137,431,835,11772
2019-07-18T22:00+02:00,7005,7756,432,1003,11538
2019-07-18T23:00+02:00,7010,7117,433,1096,10928
2019-07-19T00:00+02:00,7014,6048,428,1105,10355
2019-07-19T01:00+02:00,7018,5394,429,1066,9926
2019-07-19T02:00+02:00,7022,5345,432,999,9876
2019-07-19T03:00+02:00,7046,5170,433,951,9836
2019-07-19T04:00+02:00,7050,5377,434,918,9753
2019-07-19T05:00+02:00,7079,6250,437,794,9877
2019-07-19T06:00+02:00,7081,8218,450,648,10794
2019-07-19T07:00+02:00,7082,8816,474,569,11771
2019-07-19T08:00+02:00,7080,8967,509,510,12712
2019-07-19T09:00+02:00,7095,8902,529,521,12938
2019-07-19T10:00+02:00,7110,8917,545,551,13157
2019-07-19T11:00+02:00,7123,8834,573,608,13135
2019-07-19T12:00+02:00,7137,8803,576,650,12974
2019-07-19T13:00+02:00,7146,8817,572,703,12944
2019-07-19T14:00+02:00,7148,8797,565,761,12904
2019-07-19T15:00+02:00,7136,8660,534,715,12739
2019-07-19T16:00+02:00,7132,8742,499,696,12574
2019-07-19T17:00+02:00,7144,8753,476,658,12689
2019-07-19T18:00+02:00,7169,8707,453,645,12509
2019-07-19T19:00+02:00,7171,8658,439,626,12078
2019-07-19T20:00+02:00,7169,8585,434,680,11632
2019-07-19T21:00+02:00,7169,8237,434,855,11329
2019-07-19T22:00+02:00,7168,7808,433,923,11160
2019-07-19T23:00+02:00,7169,6991,431,1000,10624
2019-07-20T00:00+02:00,7174,5791,432,1007,10279
2019-07-20T01:00+02:00,7177,4383,429,952,9908
2019-07-20T02:00+02:00,7177,3893,429,854,9560
2019-07-20T03:00+02:00,7183,3674,429,697,9381
2019-07-20T04:00+02:00,7186,3620,428,658,9310
2019-07-20T05:00+02:00,7190,3658,434,580,9310
2019-07-20T06:00+02:00,7194,3811,444,433,9553
2019-07-20T07:00+02:00,7193,4380,474,318,10060
2019-07-20T08:00+02:00,7195,4982,504,261,10664
2019-07-20T09:00+02:00,7195,5065,534,297,11234
2019-07-20T10:00+02:00,7190,4810,538,344,11308
2019-07-20T11:00+02:00,7187,4707,557,457,11283
2019-07-20T12:00+02:00,7172,4433,561,586,11199
2019-07-20T13:00+02:00,7160,4297,558,756,11140
2019-07-20T14:00+02:00,7161,4257,560,875,11054
2019-07-20T15:00+02:00,7158,4235,546,982,10966
2019-07-20T16:00+02:00,7158,4247,509,1032,10927
2019-07-20T17:00+02:00,7156,4482,477,1092,11000
2019-07-20T18:00+02:00,7156,5728,455,1126,11307
2019-07-20T19:00+02:00,7042,6475,432,1247,11516
2019-07-20T20:00+02:00,6935,6623,413,1395,11208
2019-07-20T21:00+02:00,6897,6559,414,1681,10910
2019-07-20T22:00+02:00,6809,6553,412,2059,10729
2019-07-20T23:00+02:00,6671,4686,408,2151,10309
2019-07-21T00:00+02:00,6584,3576,412,2259,9859
2019-07-21T01:00+02:00,6577,2934,419,2271,9575
2019-07-21T02:00+02:00,6568,2742,414,2176,9305
2019-07-21T03:00+02:00,6450,2658,417,2010,9212
2019-07-21T04:00+02:00,6336,2628,418,1896,9110
2019-07-21T05:00+02:00,6232,2674,426,1691,9000
2019-07-21T06:00+02:00,6246,2828,428,1386,8938
2019-07-21T07:00+02:00,6245,3042,449,1182,9355
2019-07-21T08:00+02:00,6244,3364,465,1183,10133
2019-07-21T09:00+02:00,6251,3688,492,1218,10795
2019-07-21T10:00+02:00,6269,3692,511,1360,11102
2019-07-21T11:00+02:00,6269,3814,516,1531,11338
2019-07-21T12:00+02:00,6263,3782,524,1730,11388
2019-07-21T13:00+02:00,6270,3457,533,1957,11321
2019-07-21T14:00+02:00,6266,3473,524,2065,11216
2019-07-21T15:00+02:00,6257,3500,516,2104,11142
2019-07-21T16:00+02:00,6254,3539,503,2145,11102
2019-07-21T17:00+02:00,6257,3971,486,2160,11346
2019-07-21T18:00+02:00,6258,5359,464,2077,11578
2019-07-21T19:00+02:00,6258,6916,447,1986,11653
2019-07-21T20:00+02:00,6259,7379,430,1960,11663
2019-07-21T21:00+02:00,6260,7343,421,1891,11357
2019-07-21T22:00+02:00,6262,7029,423,1907,11130
2019-07-21T23:00+02:00,6264,6303,429,1965,10420
2019-07-22T00:00+02:00,6265,4367,448,1989,9781
2019-07-22T01:00+02:00,6264,3145,449,1942,9485
2019-07-22T02:00+02:00,6266,3130,455,1917,9434
2019-07-22T03:00+02:00,6267,3097,450,1864,9509
2019-07-22T04:00+02:00,6270,3211,448,1738,9508
2019-07-22T05:00+02:00,6270,4049,457,1531,9410
2019-07-22T06:00+02:00,6270,5702,464,1292,10330
2019-07-22T07:00+02:00,6270,6598,484,1171,11298
2019-07-22T08:00+02:00,6272,7113,509,1128,12070
2019-07-22T09:00+02:00,6271,7275,528,1176,12440
2019-07-22T10:00+02:00,6273,7350,539,1264,12613
2019-07-22T11:00+02:00,6274,7256,549,1370,12551
2019-07-22T12:00+02:00,6274,6844,553,1450,12638
2019-07-22T13:00+02:00,6270,6490,559,1483,12742
2019-07-22T14:00+02:00,6269,6439,555,1512,12774
2019-07-22T15:00+02:00,6268,6587,543,1465,12761
2019-07-22T16:00+02:00,6264,6982,511,1459,12685
2019-07-22T17:00+02:00,6265,7094,499,1303,12578
2019-07-22T18:00+02:00,6269,8011,487,1170,12646
2019-07-22T19:00+02:00,6270,8077,463,1095,12458
2019-07-22T20:00+02:00,6270,7910,459,1069,12112
2019-07-22T21:00+02:00,6268,7622,435,1065,11676
2019-07-22T22:00+02:00,6263,7262,429,1115,11486
2019-07-22T23:00+02:00,6262,6779,421,1182,10850
2019-07-23T00:00+02:00,6260,5918,412,1134,10213
2019-07-23T01:00+02:00,6259,5398,423,1129,9999
2019-07-23T02:00+02:00,6260,4908,414,1070,9808
2019-07-23T03:00+02:00,6260,4762,411,985,9681
2019-07-23T04:00+02:00,6258,4858,409,866,9514
2019-07-23T05:00+02:00,6258,5899,413,729,9667
2019-07-23T06:00+02:00,6258,6359,423,568,10377
2019-07-23T07:00+02:00,6257,6804,432,472,11274
2019-07-23T08:00+02:00,6252,7109,452,454,11979
2019-07-23T09:00+02:00,6248,7296,478,442,12471
2019-07-23T10:00+02:00,6246,7462,497,460,12829
2019-07-23T11:00+02:00,6247,7465,496,517,12885
2019-07-23T12:00+02:00,6240,7439,510,606,12938
2019-07-23T13:00+02:00,6240,7257,514,646,12840
2019-07-23T14:00+02:00,6240,7302,521,619,12768
2019-07-23T15:00+02:00,6239,7265,527,584,12690
2019-07-23T16:00+02:00,6233,7221,512,549,12604
2019-07-23T17:00+02:00,6225,7228,487,478,12510
2019-07-23T18:00+02:00,6221,7531,464,383,12487
2019-07-23T19:00+02:00,6234,7525,443,329,12217
2019-07-23T20:00+02:00,6240,7507,421,352,11937
2019-07-23T21:00+02:00,6230,7441,408,396,11682
2019-07-23T22:00+02:00,6221,7172,404,483,11443
2019-07-23T23:00+02:00,6220,6837,404,518,10861
2019-07-24T00:00+02:00,6222,6005,413,483,10273
2019-07-24T01:00+02:00,6213,5059,413,481,9902
2019-07-24T02:00+02:00,6213,4765,412,444,9787
2019-07-24T03:00+02:00,6213,4693,412,391,9709
2019-07-24T04:00+02:00,6216,4892,412,318,9540
2019-07-24T05:00+02:00,6216,5696,418,247,9457
2019-07-24T06:00+02:00,6215,6243,439,188,10222
2019-07-24T07:00+02:00,6227,6954,465,176,11214
2019-07-24T08:00+02:00,6231,7272,495,142,12033
2019-07-24T09:00+02:00,6232,7394,531,159,12565
2019-07-24T10:00+02:00,6219,7630,557,174,12930
2019-07-24T11:00+02:00,6211,7632,574,184,13003
2019-07-24T12:00+02:00,6192,7570,585,230,13071
2019-07-24T13:00+02:00,6185,7378,587,258,12729
2019-07-24T14:00+02:00,6176,7415,579,288,12735
2019-07-24T15:00+02:00,6168,7384,563,309,12725
2019-07-24T16:00+02:00,6165,7338,539,315,12714
2019-07-24T17:00+02:00,6162,7278,512,326,12745
2019-07-24T18:00+02:00,6160,7427,485,337,12608
2019-07-24T19:00+02:00,6164,7633,458,308,12168
2019-07-24T20:00+02:00,6165,7493,437,375,11913
2019-07-24T21:00+02:00,6166,7228,425,485,11646
2019-07-24T22:00+02:00,6166,7221,433,580,11487
2019-07-24T23:00+02:00,6164,6682,432,684,10887
2019-07-25T00:00+02:00,6166,6108,418,664,10103
2019-07-25T01:00+02:00,6246,5447,418,732,9644
2019-07-25T02:00+02:00,6323,5077,421,776,9348
2019-07-25T03:00+02:00,6505,4791,431,747,9137
2019-07-25T04:00+02:00,6672,4918,433,691,9050
2019-07-25T05:00+02:00,6699,5833,444,580,9490
2019-07-25T06:00+02:00,6721,5991,456,416,10239
2019-07-25T07:00+02:00,6722,6938,483,223,11247
2019-07-25T08:00+02:00,6722,7131,525,163,12210
2019-07-25T09:00+02:00,6728,7338,557,171,12890
2019-07-25T10:00+02:00,6957,7532,580,174,12871
2019-07-25T11:00+02:00,6984,7459,600,220,12653
2019-07-25T12:00+02:00,6974,7216,602,278,12909
2019-07-25T13:00+02:00,6964,7082,595,340,12906
2019-07-25T14:00+02:00,6955,7046,595,388,12805
2019-07-25T15:00+02:00,6941,6849,582,403,12796
2019-07-25T16:00+02:00,6928,7180,550,419,12577
2019-07-25T17:00+02:00,6922,7208,529,420,12800
2019-07-25T18:00+02:00,6920,7368,504,452,12856
2019-07-25T19:00+02:00,6918,7372,466,477,12584
2019-07-25T20:00+02:00,6914,7278,444,538,12198
2019-07-25T21:00+02:00,6906,7101,429,690,11795
2019-07-25T22:00+02:00,6905,6995,354,869,11469
2019-07-25T23:00+02:00,6911,6517,358,1001,10891
2019-07-26T00:00+02:00,6919,5404,396,1010,10437
2019-07-26T01:00+02:00,6921,4573,400,991,10124
2019-07-26T02:00+02:00,6923,4405,413,875,9831
2019-07-26T03:00+02:00,6920,4265,423,767,9672
2019-07-26T04:00+02:00,6921,4286,429,689,9633
2019-07-26T05:00+02:00,6923,5234,434,575,9750
2019-07-26T06:00+02:00,6929,5572,460,411,10416
2019-07-26T07:00+02:00,6930,6247,499,269,11405
2019-07-26T08:00+02:00,6928,6778,531,239,12299
2019-07-26T09:00+02:00,6928,7134,548,231,12785
2019-07-26T10:00+02:00,6925,7214,572,229,12916
2019-07-26T11:00+02:00,6921,7307,602,278,12921
2019-07-26T12:00+02:00,6909,6692,609,368,12703
2019-07-26T13:00+02:00,6896,6216,604,471,12569
2019-07-26T14:00+02:00,6966,5969,598,548,12483
2019-07-26T15:00+02:00,6977,5978,607,599,12380
2019-07-26T16:00+02:00,6972,6180,550,669,12421
2019-07-26T17:00+02:00,6983,6318,523,741,12456
2019-07-26T18:00+02:00,6993,6844,492,798,12545
2019-07-26T19:00+02:00,6999,6688,463,922,12279
2019-07-26T20:00+02:00,7007,6445,437,1088,11935
2019-07-26T21:00+02:00,7011,6303,431,1254,11516
2019-07-26T22:00+02:00,7016,6164,433,1400,11414
2019-07-26T23:00+02:00,7019,5004,452,1468,10738
2019-07-27T00:00+02:00,7016,4166,461,1361,10175
2019-07-27T01:00+02:00,7008,3381,458,1303,9698
2019-07-27T02:00+02:00,7000,2896,454,1226,9615
2019-07-27T03:00+02:00,6994,2691,458,1116,9426
2019-07-27T04:00+02:00,6995,2622,451,1102,9313
2019-07-27T05:00+02:00,6994,2650,459,1019,9256
2019-07-27T06:00+02:00,6995,2667,485,929,9515
2019-07-27T07:00+02:00,7001,3174,509,863,10142
2019-07-27T08:00+02:00,7010,3784,540,876,10876
2019-07-27T09:00+02:00,7012,4099,567,1004,11421
2019-07-27T10:00+02:00,7015,4008,597,1251,11424
2019-07-27T11:00+02:00,7022,3687,620,1455,11339
2019-07-27T12:00+02:00,7024,3236,634,1590,11444
2019-07-27T13:00+02:00,7020,3165,627,1677,11465
2019-07-27T14:00+02:00,6980,3151,630,1709,11491
2019-07-27T15:00+02:00,6977,3148,607,1749,11458
2019-07-27T16:00+02:00,6996,3194,574,1745,11471
2019-07-27T17:00+02:00,6995,3319,537,1763,11586
2019-07-27T18:00+02:00,6977,4488,501,1674,11656
2019-07-27T19:00+02:00,6968,4838,475,1598,11648
2019-07-27T20:00+02:00,6963,4495,450,1586,11395
2019-07-27T21:00+02:00,6962,4324,446,1647,11367
2019-07-27T22:00+02:00,6814,4168,448,1668,11324
2019-07-27T23:00+02:00,6711,3012,448,1660,10929
2019-07-28T00:00+02:00,6645,2421,451,1739,10418
2019-07-28T01:00+02:00,6553,2267,443,1737,10199
2019-07-28T02:00+02:00,6490,2375,439,1763,9637
2019-07-28T03:00+02:00,6359,2408,434,1818,9481
2019-07-28T04:00+02:00,6283,2407,429,1965,9370
2019-07-28T05:00+02:00,6187,2439,431,1923,9204
2019-07-28T06:00+02:00,6059,2545,454,1859,9579
2019-07-28T07:00+02:00,6036,2758,483,1791,10192
2019-07-28T08:00+02:00,6017,2938,518,1789,10850
2019-07-28T09:00+02:00,6019,3563,535,1748,11480
2019-07-28T10:00+02:00,6049,3916,559,1793,11838
2019-07-28T11:00+02:00,6049,3884,583,1924,11820
2019-07-28T12:00+02:00,6047,3940,591,2062,11675
2019-07-28T13:00+02:00,6044,3910,591,2203,11424
2019-07-28T14:00+02:00,6045,3944,589,2258,11292
2019-07-28T15:00+02:00,6043,3992,573,2260,11333
2019-07-28T16:00+02:00,6042,4476,546,2225,11572
2019-07-28T17:00+02:00,6042,5134,509,2102,11681
2019-07-28T18:00+02:00,6038,6123,482,1913,11926
2019-07-28T19:00+02:00,6022,6365,462,1767,11947
2019-07-28T20:00+02:00,6014,6391,430,1739,11862
2019-07-28T21:00+02:00,6009,6367,429,1892,11754
2019-07-28T22:00+02:00,6007,6035,426,1957,11298
2019-07-28T23:00+02:00,6014,4694,429,2053,10611
2019-07-29T00:00+02:00,6027,3069,448,1946,9695
2019-07-29T01:00+02:00,6033,2853,447,1886,9417
2019-07-29T02:00+02:00,6037,2781,447,1802,9341
2019-07-29T03:00+02:00,6049,2757,443,1670,9306
2019-07-29T04:00+02:00,6051,2823,443,1564,8989
2019-07-29T05:00+02:00,6052,3458,445,1465,8961
2019-07-29T06:00+02:00,6051,6034,457,1279,10200
2019-07-29T07:00+02:00,6051,7008,478,1004,11485
2019-07-29T08:00+02:00,6053,7929,508,843,12480
2019-07-29T09:00+02:00,6053,8155,533,790,12947
2019-07-29T10:00+02:00,6073,8185,558,777,13307
2019-07-29T11:00+02:00,6074,8314,574,759,13424
2019-07-29T12:00+02:00,6070,8308,590,767,13442
2019-07-29T13:00+02:00,6068,8315,603,801,13416
2019-07-29T14:00+02:00,6061,8276,587,860,13315
2019-07-29T15:00+02:00,6054,8238,579,923,13082
2019-07-29T16:00+02:00,6043,8142,562,978,12879
2019-07-29T17:00+02:00,6036,8136,535,1139,12922
2019-07-29T18:00+02:00,6039,7763,510,1198,12714
2019-07-29T19:00+02:00,6045,7527,478,1360,12309
2019-07-29T20:00+02:00,6050,7353,440,1453,12057
2019-07-29T21:00+02:00,6059,7039,422,1678,12028
2019-07-29T22:00+02:00,6065,6611,414,1760,11310
2019-07-29T23:00+02:00,6071,6110,430,1968,10752
2019-07-30T00:00+02:00,6074,4529,386,2134,10060
2019-07-30T01:00+02:00,6077,3070,395,2193,9566
2019-07-30T02:00+02:00,6079,3032,401,2174,9452
2019-07-30T03:00+02:00,6081,2972,403,2261,9348
2019-07-30T04:00+02:00,6083,2982,406,2346,9367
2019-07-30T05:00+02:00,6083,4199,413,2383,9509
2019-07-30T06:00+02:00,6079,5859,420,2454,10458
2019-07-30T07:00+02:00,6080,6698,434,2493,11382
2019-07-30T08:00+02:00,6082,6981,455,2447,12126
2019-07-30T09:00+02:00,6085,7175,485,2404,12496
2019-07-30T10:00+02:00,6084,7192,479,2538,13124
2019-07-30T11:00+02:00,6081,7240,493,2463,13236
2019-07-30T12:00+02:00,6083,7176,506,2464,13189
2019-07-30T13:00+02:00,6084,6881,506,2400,13269
2019-07-30T14:00+02:00,6088,6640,528,2350,13201
2019-07-30T15:00+02:00,6091,6609,527,2279,13103
2019-07-30T16:00+02:00,6094,6602,533,2169,12840
2019-07-30T17:00+02:00,6098,6821,495,2049,12755
2019-07-30T18:00+02:00,6097,7273,453,1958,12647
2019-07-30T19:00+02:00,6098,7293,430,1896,12462
2019-07-30T20:00+02:00,6096,7100,403,1904,12110
2019-07-30T21:00+02:00,6093,6576,393,1862,11844
2019-07-30T22:00+02:00,6089,6256,385,1973,11521
2019-07-30T23:00+02:00,6084,4978,374,2003,10386
2019-07-31T00:00+02:00,6084,3666,371,2019,9732
2019-07-31T01:00+02:00,6089,2779,378,2144,9722
2019-07-31T02:00+02:00,6093,2692,376,2120,9534
2019-07-31T03:00+02:00,6097,2571,378,2123,9327
2019-07-31T04:00+02:00,6102,2594,368,2108,9327
2019-07-31T05:00+02:00,6106,3580,365,2051,9387
2019-07-31T06:00+02:00,6106,5886,379,1820,10598
2019-07-31T07:00+02:00,6103,7223,403,1554,11731
2019-07-31T08:00+02:00,6103,8113,422,1343,12527
2019-07-31T09:00+02:00,6107,8421,435,1264,13071
2019-07-31T10:00+02:00,6107,8715,456,1081,13449
2019-07-31T11:00+02:00,6105,8758,460,919,13436
2019-07-31T12:00+02:00,6104,8715,472,823,13533
2019-07-31T13:00+02:00,6102,8662,479,697,13370
2019-07-31T14:00+02:00,6104,8636,484,590,13181
2019-07-31T15:00+02:00,6105,8589,478,525,13022
2019-07-31T16:00+02:00,6107,8574,446,440,12822
2019-07-31T17:00+02:00,6109,8737,429,417,12980
2019-07-31T18:00+02:00,6110,8698,407,392,12875
2019-07-31T19:00+02:00,6113,8580,383,360,12581
2019-07-31T20:00+02:00,6115,8520,362,337,12282
2019-07-31T21:00+02:00,6115,8249,351,359,12154
2019-07-31T22:00+02:00,6112,8024,361,370,11977
2019-07-31T23:00+02:00,6113,6306,365,366,11121
2019-08-01T00:00+02:00,6121,3839,368,327,10266
2019-08-01T01:00+02:00,6124,2884,370,340,10171
2019-08-01T02:00+02:00,6123,2747,363,360,9992
2019-08-01T03:00+02:00,6124,2725,359,373,9969
2019-08-01T04:00+02:00,6123,2719,348,406,9919
2019-08-01T05:00+02:00,6123,3849,350,423,9945
2019-08-01T06:00+02:00,6121,6761,360,377,10949
2019-08-01T07:00+02:00,6119,8268,371,329,11956
2019-08-01T08:00+02:00,6116,8540,429,290,12787
2019-08-01T09:00+02:00,6103,8409,472,226,12948
2019-08-01T10:00+02:00,6090,7953,469,228,12999
