name,installed_capacity_MW,annual_generation_MWh,capacity_factor,share_of_generation
solar,9391.804006139862,8340374.06856329,0.10137535832188403,0.24866890912343204
wind_onshore,11637.82119904952,18026095.44160237,0.17681775798426733,0.5374494539895729
wind_offshore,0.0,0.0,,0.0
gas,4826.148314514458,7173606.319834339,0.16968082571530013,0.21388163688699505
