name,installed_capacity_MW,annual_generation_MWh,capacity_factor,share_of_generation
solar,10507.46671486208,9185686.790293874,0.09979516575298544,0.2734643714936264
wind_onshore,11353.850870853395,16462979.461593792,0.1655240654781652,0.49011450468073214
wind_offshore,0.0,0.0,,0.0
gas,5787.796935941793,7941401.588112336,0.15663173790311513,0.2364211238256414
