co2_price_eur_per_t,emissions_MtCO2,objective_MEUR,gap_to_target
45.0,74.71441110393623,15576.722027656024,51.71441110393623
65.0,50.57424869021979,16813.409152130673,27.57424869021979
85.0,47.257330648556795,17782.982615887096,24.257330648556795
105.0,40.62352819946453,18713.61510214707,17.62352819946453
125.0,15.760991092680863,19057.34097858911,7.239008907319137
