name,installed_capacity_MW,annual_generation_MWh,capacity_factor,share_of_generation
solar,9840.163028409403,8198167.628548615,0.09510654262897811,0.25249237917396083
wind_onshore,10105.362782623246,16429506.016136922,0.18559594798801418,0.5060063724754216
wind_offshore,0.0,0.0,,0.0
gas,5251.6565828993325,7841296.925314463,0.17044625931929763,0.24150124835061756
